Employee ID,Leave Details,Leave Type,Leave Reason ID,Leave Start Date,Leave End Date,Number of Leave Days Taken,Leave Status,Leave Balance,Cost of Leave ($),Leave Liability Amount ($),Absenteeism Cost Impact ($)
1951,Annual Leave,Annual,4,10/13/2024,10/16/2024,3,Approved,27,844.71,1267.06,1689.42
1952,Annual Leave,Annual,2,10/12/2018,10/17/2018,5,Rejected,9,772.52,772.52,772.52
1952,Annual Leave,Annual,3,9/1/2019,9/3/2019,2,Rejected,5,309.01,309.01,309.01
1952,Annual Leave,Annual,5,9/6/2019,9/8/2019,2,Rejected,14,309.01,309.01,309.01
1952,Annual Leave,Annual,3,3/9/2019,3/10/2019,1,Approved,7,154.5,154.5,154.5
1952,Annual Leave,Annual,8,1/1/2019,1/5/2019,4,Approved,9,618.01,618.01,618.01
1952,Annual Leave,Annual,4,4/11/2020,4/14/2020,3,Rejected,14,463.51,463.51,463.51
1952,Annual Leave,Annual,7,5/12/2020,5/16/2020,4,Approved,14,618.01,618.01,618.01
1952,Annual Leave,Annual,1,11/3/2020,11/5/2020,2,Rejected,11,309.01,309.01,309.01
1952,For the death of a family member.,Sick,3,2/14/2021,2/15/2021,1,Rejected,8,154.5,154.5,154.5
1952,Annual Leave,Annual,8,3/4/2021,3/18/2021,14,Rejected,11,2163.05,2163.05,2163.05
1952,For performing public or civic duties.,Bereavement,7,5/22/2021,5/24/2021,2,Approved,7,309.01,309.01,309.01
1952,For observing religious holidays.,Sick,8,8/3/2022,8/14/2022,11,Rejected,12,1699.54,1699.54,1699.54
1952,For fathers after the birth of a child.,Sick,1,7/11/2022,7/18/2022,7,Rejected,14,1081.53,1081.53,1081.53
1952,Annual Leave,Annual,4,1/22/2022,1/25/2022,3,Rejected,6,463.51,463.51,463.51
1952,For observing religious holidays.,Vacation,8,12/14/2023,12/18/2023,4,Rejected,10,618.01,618.01,618.01
1952,Annual Leave,Annual,9,2/14/2024,2/27/2024,13,Approved,10,2008.55,2008.55,2008.55
1952,Annual Leave,Annual,6,2/21/2024,3/3/2024,11,Rejected,12,1699.54,1699.54,1699.54
1952,"For personal growth or development, typically unpaid.",Sick,10,4/12/2024,4/24/2024,12,Approved,13,1854.04,1854.04,1854.04
1952,For serious or long-term health issues.,Vacation,9,4/16/2024,4/18/2024,2,Approved,13,309.01,309.01,309.01
1952,Annual Leave,Annual,9,1/20/2024,1/26/2024,6,Approved,15,927.02,927.02,927.02
1952,Annual Leave,Annual,8,10/8/2018,10/17/2018,9,Approved,13,1390.53,1390.53,1390.53
1952,Annual Leave,Annual,5,12/28/2018,1/6/2019,9,Approved,13,1390.53,1390.53,1390.53
1952,For serious or long-term health issues.,Bereavement,9,10/13/2018,10/17/2018,4,Rejected,9,618.01,618.01,618.01
1952,For performing public or civic duties.,"For personal growth or development, typically unpaid.",7,10/13/2018,10/23/2018,10,Approved,8,1545.04,1545.04,1545.04
1952,For emergencies or critical family events.,"For personal growth or development, typically unpaid.",5,1/20/2019,1/22/2019,2,Rejected,11,309.01,309.01,309.01
1952,"For personal growth or development, typically unpaid.",Sick,10,1/19/2019,1/29/2019,10,Approved,7,1545.04,1545.04,1545.04
1952,Annual Leave,Annual,5,1/23/2019,1/27/2019,4,Approved,13,618.01,618.01,618.01
1952,"For personal growth or development, typically unpaid.","For personal growth or development, typically unpaid.",10,11/21/2019,12/3/2019,12,Rejected,7,1854.04,1854.04,1854.04
1952,For caretaking responsibilities related to a child.,"For personal growth or development, typically unpaid.",2,10/9/2019,10/10/2019,1,Approved,11,154.5,154.5,154.5
1952,For emergencies or critical family events.,Vacation,5,9/21/2020,9/23/2020,2,Rejected,15,309.01,309.01,309.01
1952,For educational pursuits or exams.,Sick,4,12/21/2020,12/28/2020,7,Approved,7,1081.53,1081.53,1081.53
1952,To serve on a jury as required by law.,"For personal growth or development, typically unpaid.",6,2/20/2021,2/24/2021,4,Approved,11,618.01,618.01,618.01
1952,For the death of a family member.,Bereavement,3,7/10/2021,7/19/2021,9,Approved,6,1390.53,1390.53,1390.53
1952,For fathers after the birth of a child.,Sick,1,12/16/2021,12/29/2021,13,Approved,6,2008.55,2008.55,2008.55
1952,For emergencies or critical family events.,Sick,5,4/17/2021,4/22/2021,5,Approved,8,772.52,772.52,772.52
1952,Annual Leave,Annual,4,6/4/2021,6/11/2021,7,Rejected,8,1081.53,1081.53,1081.53
1952,For educational pursuits or exams.,Bereavement,4,12/7/2022,12/25/2022,18,Rejected,5,2781.07,2781.07,2781.07
1952,Annual Leave,Annual,2,6/8/2022,6/15/2022,7,Approved,12,1081.53,1081.53,1081.53
1952,Annual Leave,Annual,3,10/19/2022,10/23/2022,4,Approved,6,618.01,618.01,618.01
1952,"For personal growth or development, typically unpaid.",Sick,10,4/20/2023,4/23/2023,3,Rejected,8,463.51,463.51,463.51
1952,Annual Leave,Annual,7,10/3/2023,10/18/2023,15,Rejected,7,2317.55,2317.55,2317.55
1952,To serve on a jury as required by law.,Sick,6,7/29/2023,8/2/2023,4,Rejected,12,618.01,618.01,618.01
1952,Annual Leave,Annual,5,7/10/2023,7/11/2023,1,Approved,14,154.5,154.5,154.5
1952,For observing religious holidays.,Sick,8,5/5/2024,5/8/2024,3,Rejected,12,463.51,463.51,463.51
1952,Annual Leave,Annual,2,2/24/2024,3/10/2024,15,Rejected,5,2317.55,2317.55,2317.55
1953,For educational pursuits or exams.,"For personal growth or development, typically unpaid.",4,2/23/2018,3/1/2018,6,Approved,25,1251.35,1251.35,1251.35
1953,Annual Leave,Annual,9,5/4/2018,5/11/2018,7,Rejected,21,1459.91,1459.91,1459.91
1953,Annual Leave,Annual,3,5/7/2019,5/12/2019,5,Approved,13,1042.79,1042.79,1042.79
1953,Annual Leave,Annual,1,7/13/2019,7/15/2019,2,Rejected,30,417.12,417.12,417.12
1953,For educational pursuits or exams.,Sick,4,4/12/2019,4/17/2019,5,Rejected,11,1042.79,1042.79,1042.79
1953,Annual Leave,Annual,1,12/11/2019,12/15/2019,4,Approved,28,834.23,834.23,834.23
1953,Annual Leave,Annual,5,3/11/2019,3/15/2019,4,Rejected,10,834.23,834.23,834.23
1953,For observing religious holidays.,Vacation,8,2/24/2020,3/2/2020,7,Approved,11,1459.91,1459.91,1459.91
1953,For emergencies or critical family events.,Vacation,5,10/7/2020,10/12/2020,5,Rejected,10,1042.79,1042.79,1042.79
1953,Annual Leave,Annual,3,5/15/2020,5/18/2020,3,Rejected,16,625.67,625.67,625.67
1953,For emergencies or critical family events.,Sick,5,1/10/2020,1/19/2020,9,Approved,19,1877.02,1877.02,1877.02
1953,Annual Leave,Annual,8,9/2/2020,9/12/2020,10,Approved,26,2085.58,2085.58,2085.58
1953,Annual Leave,Annual,2,8/14/2021,8/25/2021,11,Rejected,22,2294.14,2294.14,2294.14
1953,For the death of a family member.,Vacation,3,3/20/2021,3/25/2021,5,Approved,16,1042.79,1042.79,1042.79
1953,Annual Leave,Annual,5,12/14/2021,12/20/2021,6,Rejected,18,1251.35,1251.35,1251.35
1953,Annual Leave,Annual,6,3/10/2021,3/11/2021,1,Approved,28,208.56,208.56,208.56
1953,For the death of a family member.,Sick,3,1/26/2021,2/1/2021,6,Approved,19,1251.35,1251.35,1251.35
1953,Annual Leave,Annual,3,9/25/2022,10/10/2022,15,Rejected,11,3128.37,3128.37,3128.37
1953,For educational pursuits or exams.,Sick,4,5/4/2022,5/8/2022,4,Rejected,27,834.23,834.23,834.23
1953,Annual Leave,Annual,5,11/13/2023,11/28/2023,15,Rejected,27,3128.37,3128.37,3128.37
1953,"For personal growth or development, typically unpaid.",Vacation,10,9/3/2023,9/9/2023,6,Rejected,20,1251.35,1251.35,1251.35
1953,To serve on a jury as required by law.,Sick,6,1/8/2023,1/9/2023,1,Approved,28,208.56,208.56,208.56
1953,Annual Leave,Annual,10,1/24/2023,1/29/2023,5,Approved,19,1042.79,1042.79,1042.79
1953,"For personal growth or development, typically unpaid.",Vacation,10,6/15/2023,6/29/2023,14,Rejected,10,2919.81,2919.81,2919.81
1953,Annual Leave,Annual,8,6/30/2024,7/5/2024,5,Approved,10,1042.79,1042.79,1042.79
1953,For emergencies or critical family events.,Sick,5,11/10/2024,11/14/2024,4,Pending,16,834.23,834.23,834.23
1953,Annual Leave,Annual,7,10/2/2024,10/6/2024,4,Approved,11,834.23,834.23,834.23
1953,Annual Leave,Annual,5,3/14/2024,3/16/2024,2,Approved,26,417.12,417.12,417.12
1954,For fathers after the birth of a child.,Sick,1,12/28/2019,12/31/2019,3,Approved,12,641.06,641.06,641.06
1954,For observing religious holidays.,Sick,8,1/19/2020,1/24/2020,5,Rejected,23,1068.43,1068.43,1068.43
1954,To serve on a jury as required by law.,Vacation,6,3/14/2020,3/15/2020,1,Approved,20,213.69,213.69,213.69
1954,For serious or long-term health issues.,Vacation,9,1/21/2021,1/31/2021,10,Rejected,29,2136.86,2136.86,2136.86
1954,Annual Leave,Annual,4,10/28/2021,11/3/2021,6,Rejected,15,1282.11,1282.11,1282.11
1954,Annual Leave,Annual,2,6/6/2022,6/10/2022,4,Approved,11,854.74,854.74,854.74
1954,For caretaking responsibilities related to a child.,Sick,2,11/30/2022,12/3/2022,3,Approved,21,641.06,641.06,641.06
1954,To serve on a jury as required by law.,Sick,6,11/12/2022,11/20/2022,8,Approved,11,1709.49,1709.49,1709.49
1954,For educational pursuits or exams.,Sick,4,2/22/2023,3/6/2023,12,Approved,19,2564.23,2564.23,2564.23
1954,To serve on a jury as required by law.,Vacation,6,12/10/2023,12/18/2023,8,Rejected,26,1709.49,1709.49,1709.49
1954,For caretaking responsibilities related to a child.,Sick,2,2/10/2023,2/19/2023,9,Approved,14,1923.17,1923.17,1923.17
1954,For the death of a family member.,Sick,3,8/8/2023,8/22/2023,14,Rejected,30,2991.6,2991.6,2991.6
1954,Annual Leave,Annual,1,8/16/2024,8/22/2024,6,Approved,28,1282.11,1282.11,1282.11
1954,Annual Leave,Annual,6,2/29/2024,3/1/2024,1,Approved,26,213.69,213.69,213.69
1955,Annual Leave,Annual,7,11/19/2018,11/20/2018,1,Approved,15,295.89,295.89,295.89
1955,Annual Leave,Annual,4,11/21/2018,12/3/2018,12,Rejected,16,3550.67,3550.67,3550.67
1955,Annual Leave,Annual,6,11/12/2018,11/26/2018,14,Approved,25,4142.45,4142.45,4142.45
1955,"For personal growth or development, typically unpaid.",Sick,10,8/6/2019,8/9/2019,3,Approved,30,887.67,887.67,887.67
1955,For fathers after the birth of a child.,Vacation,1,5/1/2019,5/5/2019,4,Approved,23,1183.56,1183.56,1183.56
1955,For caretaking responsibilities related to a child.,Sick,2,5/28/2019,6/4/2019,7,Approved,22,2071.22,2071.22,2071.22
1955,Annual Leave,Annual,1,10/9/2019,10/17/2019,8,Approved,26,2367.11,2367.11,2367.11
1955,Annual Leave,Annual,8,6/25/2019,6/26/2019,1,Rejected,18,295.89,295.89,295.89
1955,Annual Leave,Annual,3,8/2/2020,8/11/2020,9,Approved,28,2663,2663,2663
1955,For performing public or civic duties.,Bereavement,7,1/11/2020,1/12/2020,1,Rejected,15,295.89,295.89,295.89
1955,Annual Leave,Annual,4,8/1/2020,8/5/2020,4,Approved,17,1183.56,1183.56,1183.56
1955,For the death of a family member.,"For personal growth or development, typically unpaid.",3,6/8/2020,6/19/2020,11,Approved,16,3254.78,3254.78,3254.78
1955,Annual Leave,Annual,1,7/12/2020,7/23/2020,11,Rejected,18,3254.78,3254.78,3254.78
1955,Annual Leave,Annual,1,7/29/2021,8/7/2021,9,Approved,16,2663,2663,2663
1955,Annual Leave,Annual,4,2/21/2021,3/7/2021,14,Rejected,19,4142.45,4142.45,4142.45
1955,Annual Leave,Annual,8,7/30/2021,8/11/2021,12,Rejected,25,3550.67,3550.67,3550.67
1955,Annual Leave,Annual,8,8/27/2021,8/30/2021,3,Rejected,13,887.67,887.67,887.67
1955,For serious or long-term health issues.,Vacation,9,4/26/2021,5/3/2021,7,Rejected,24,2071.22,2071.22,2071.22
1955,For emergencies or critical family events.,Sick,5,4/30/2022,5/11/2022,11,Rejected,29,3254.78,3254.78,3254.78
1955,For observing religious holidays.,"For personal growth or development, typically unpaid.",8,10/31/2022,11/3/2022,3,Approved,27,887.67,887.67,887.67
1955,Annual Leave,Annual,8,12/12/2022,12/16/2022,4,Rejected,18,1183.56,1183.56,1183.56
1955,For serious or long-term health issues.,"For personal growth or development, typically unpaid.",9,7/24/2022,8/11/2022,18,Rejected,24,5326,5326,5326
1955,Annual Leave,Annual,9,4/10/2023,4/13/2023,3,Rejected,19,887.67,887.67,887.67
1955,For serious or long-term health issues.,Bereavement,9,12/3/2023,12/8/2023,5,Approved,26,1479.45,1479.45,1479.45
1955,To serve on a jury as required by law.,Sick,6,1/26/2024,2/2/2024,7,Rejected,22,2071.22,2071.22,2071.22
1955,For caretaking responsibilities related to a child.,Vacation,2,12/19/2024,12/29/2024,10,,24,2958.89,2958.89,2958.89
1956,For educational pursuits or exams.,Bereavement,4,5/31/2020,6/6/2020,6,Approved,17,1951.66,2927.49,3903.32
1956,Annual Leave,Annual,5,1/25/2021,2/2/2021,8,Rejected,21,2602.21,3903.32,5204.43
1956,Annual Leave,Annual,5,5/23/2022,5/24/2022,1,Approved,21,325.28,487.91,650.55
1956,For the death of a family member.,Sick,3,4/10/2022,4/16/2022,6,Rejected,13,1951.66,2927.49,3903.32
1956,Annual Leave,Annual,7,5/27/2022,5/30/2022,3,Rejected,25,975.83,1463.74,1951.66
1956,Annual Leave,Annual,5,12/27/2022,12/31/2022,4,Approved,23,1301.11,1951.66,2602.21
1956,Annual Leave,Annual,9,7/11/2022,7/16/2022,5,Approved,25,1626.38,2439.57,3252.77
1956,Annual Leave,Annual,9,4/7/2023,4/12/2023,5,Approved,13,1626.38,2439.57,3252.77
1956,Annual Leave,Annual,3,7/2/2023,7/17/2023,15,Approved,11,4879.15,7318.72,9758.3
1956,Annual Leave,Annual,10,2/16/2023,2/20/2023,4,Approved,14,1301.11,1951.66,2602.21
1956,Annual Leave,Annual,5,9/30/2023,10/1/2023,1,Rejected,14,325.28,487.91,650.55
1956,Annual Leave,Annual,9,5/2/2023,5/17/2023,15,Approved,11,4879.15,7318.72,9758.3
1956,For performing public or civic duties.,Sick,7,9/10/2024,9/16/2024,6,Approved,10,1951.66,2927.49,3903.32
1956,"For personal growth or development, typically unpaid.","For personal growth or development, typically unpaid.",10,10/28/2024,11/1/2024,4,Rejected,14,1301.11,1951.66,2602.21
1956,For educational pursuits or exams.,Vacation,4,12/4/2024,12/17/2024,13,,29,4228.6,6342.89,8457.19
1957,Annual Leave,Annual,6,5/9/2021,5/22/2021,13,Rejected,26,2626.48,2626.48,2626.48
1957,For emergencies or critical family events.,"For personal growth or development, typically unpaid.",5,8/19/2021,8/23/2021,4,Rejected,10,808.15,808.15,808.15
1957,For serious or long-term health issues.,Bereavement,9,5/22/2021,5/25/2021,3,Rejected,25,606.11,606.11,606.11
1957,For emergencies or critical family events.,Sick,5,5/13/2021,5/20/2021,7,Approved,28,1414.26,1414.26,1414.26
1957,For observing religious holidays.,Vacation,8,8/22/2021,8/25/2021,3,Approved,12,606.11,606.11,606.11
1957,Annual Leave,Annual,4,8/24/2022,9/8/2022,15,Approved,30,3030.56,3030.56,3030.56
1957,For fathers after the birth of a child.,Sick,1,8/6/2022,8/21/2022,15,Approved,17,3030.56,3030.56,3030.56
1957,For fathers after the birth of a child.,"For personal growth or development, typically unpaid.",1,6/27/2022,6/30/2022,3,Approved,28,606.11,606.11,606.11
1957,For performing public or civic duties.,Vacation,7,8/23/2023,8/27/2023,4,Rejected,18,808.15,808.15,808.15
1957,Annual Leave,Annual,3,1/25/2023,2/3/2023,9,Rejected,19,1818.33,1818.33,1818.33
1957,Annual Leave,Annual,2,6/14/2023,6/23/2023,9,Rejected,27,1818.33,1818.33,1818.33
1957,For educational pursuits or exams.,Vacation,4,11/11/2023,11/18/2023,7,Rejected,21,1414.26,1414.26,1414.26
1957,Annual Leave,Annual,8,1/2/2024,1/4/2024,2,Approved,14,404.07,404.07,404.07
1958,For educational pursuits or exams.,Sick,4,11/23/2018,12/1/2018,8,Rejected,29,2660.33,3990.49,5320.65
1958,"For personal growth or development, typically unpaid.",Vacation,10,11/26/2018,11/30/2018,4,Approved,21,1330.16,1995.24,2660.33
1958,Annual Leave,Annual,8,11/6/2018,11/8/2018,2,Rejected,21,665.08,997.62,1330.16
1958,Annual Leave,Annual,5,12/4/2018,12/9/2018,5,Approved,18,1662.7,2494.06,3325.41
1958,For emergencies or critical family events.,Vacation,5,12/15/2018,12/23/2018,8,Rejected,14,2660.33,3990.49,5320.65
1958,For the death of a family member.,Sick,3,1/5/2019,1/20/2019,15,Approved,15,4988.11,7482.17,9976.22
1958,Annual Leave,Annual,4,1/14/2019,1/23/2019,9,Rejected,16,2992.87,4489.3,5985.73
1958,For educational pursuits or exams.,Vacation,4,1/6/2019,1/11/2019,5,Approved,15,1662.7,2494.06,3325.41
1958,Annual Leave,Annual,6,11/20/2018,11/26/2018,6,Approved,27,1995.24,2992.87,3990.49
1958,For observing religious holidays.,Sick,8,11/14/2018,11/26/2018,12,Rejected,17,3990.49,5985.73,7980.98
1958,For observing religious holidays.,Vacation,8,10/10/2018,10/13/2018,3,Rejected,13,997.62,1496.43,1995.24
1958,For educational pursuits or exams.,Sick,4,10/16/2018,10/23/2018,7,Approved,23,2327.79,3491.68,4655.57
1958,For emergencies or critical family events.,Vacation,5,1/12/2019,1/20/2019,8,Rejected,15,2660.33,3990.49,5320.65
1959,Annual Leave,Annual,3,12/16/2022,12/31/2022,15,Approved,15,5644.88,5644.88,5644.88
1959,For educational pursuits or exams.,Bereavement,4,12/19/2022,12/31/2022,12,Rejected,15,4515.91,4515.91,4515.91
1959,For serious or long-term health issues.,"For personal growth or development, typically unpaid.",9,12/28/2022,12/31/2022,3,Rejected,18,1128.98,1128.98,1128.98
1959,Annual Leave,Annual,7,12/22/2022,12/23/2022,1,Rejected,12,376.33,376.33,376.33
1959,For caretaking responsibilities related to a child.,Vacation,2,12/23/2022,12/29/2022,6,Rejected,25,2257.95,2257.95,2257.95
1959,Annual Leave,Annual,1,5/28/2023,6/5/2023,8,Rejected,29,3010.61,3010.61,3010.61
1959,For educational pursuits or exams.,Bereavement,4,11/8/2023,11/24/2023,16,Rejected,14,6021.21,6021.21,6021.21
1959,Annual Leave,Annual,4,3/28/2023,4/6/2023,9,Approved,16,3386.93,3386.93,3386.93
1959,Annual Leave,Annual,8,11/18/2024,11/22/2024,4,,28,1505.3,1505.3,1505.3
1959,Annual Leave,Annual,8,8/28/2024,9/17/2024,20,Rejected,13,7526.51,7526.51,7526.51
1959,Annual Leave,Annual,4,3/1/2024,3/11/2024,10,Rejected,22,3763.26,3763.26,3763.26
1959,For caretaking responsibilities related to a child.,Sick,2,3/13/2024,3/23/2024,10,Rejected,15,3763.26,3763.26,3763.26
1959,For serious or long-term health issues.,Sick,9,8/21/2024,8/25/2024,4,Rejected,25,1505.3,1505.3,1505.3
1960,Annual Leave,Annual,4,9/3/2020,9/23/2020,20,Approved,9,6051.98,6051.98,6051.98
1960,For fathers after the birth of a child.,Sick,1,9/6/2020,9/11/2020,5,Approved,8,1512.99,1512.99,1512.99
1960,Annual Leave,Annual,1,9/29/2020,10/13/2020,14,Rejected,11,4236.38,4236.38,4236.38
1960,Annual Leave,Annual,6,12/3/2020,12/5/2020,2,Approved,7,605.2,605.2,605.2
1960,Annual Leave,Annual,9,3/13/2021,3/22/2021,9,Rejected,8,2723.39,2723.39,2723.39
1960,Annual Leave,Annual,3,10/12/2021,10/19/2021,7,Approved,9,2118.19,2118.19,2118.19
1960,For performing public or civic duties.,Sick,7,6/19/2021,6/30/2021,11,Approved,13,3328.59,3328.59,3328.59
1960,For performing public or civic duties.,Sick,7,8/3/2022,8/10/2022,7,Approved,7,2118.19,2118.19,2118.19
1960,Annual Leave,Annual,8,7/30/2022,8/5/2022,6,Rejected,14,1815.59,1815.59,1815.59
1960,Annual Leave,Annual,4,1/14/2022,1/19/2022,5,Approved,6,1512.99,1512.99,1512.99
1960,For educational pursuits or exams.,Vacation,4,1/3/2022,1/7/2022,4,Approved,9,1210.4,1210.4,1210.4
1960,Annual Leave,Annual,3,11/30/2022,12/9/2022,9,Rejected,11,2723.39,2723.39,2723.39
1960,For the death of a family member.,Vacation,3,7/11/2023,7/19/2023,8,Rejected,9,2420.79,2420.79,2420.79
1960,For fathers after the birth of a child.,Sick,1,10/21/2023,10/26/2023,5,Rejected,8,1512.99,1512.99,1512.99
1960,Annual Leave,Annual,7,6/15/2023,6/19/2023,4,Approved,15,1210.4,1210.4,1210.4
1960,"For personal growth or development, typically unpaid.","For personal growth or development, typically unpaid.",10,12/15/2024,12/22/2024,7,,6,2118.19,2118.19,2118.19
1960,For observing religious holidays.,Vacation,8,6/9/2024,6/16/2024,7,Approved,14,2118.19,2118.19,2118.19
1961,For fathers after the birth of a child.,Sick,1,9/6/2020,9/11/2020,5,Rejected,27,1299.22,1299.22,1299.22
1961,Annual Leave,Annual,6,2/8/2020,2/9/2020,1,Rejected,13,259.84,259.84,259.84
1961,Annual Leave,Annual,8,12/21/2021,12/30/2021,9,Rejected,28,2338.6,2338.6,2338.6
1961,Annual Leave,Annual,9,8/5/2021,8/10/2021,5,Rejected,28,1299.22,1299.22,1299.22
1961,For emergencies or critical family events.,"For personal growth or development, typically unpaid.",5,9/15/2021,9/22/2021,7,Approved,13,1818.91,1818.91,1818.91
1961,For performing public or civic duties.,"For personal growth or development, typically unpaid.",7,3/27/2021,3/29/2021,2,Approved,17,519.69,519.69,519.69
1961,For educational pursuits or exams.,Sick,4,12/30/2021,12/31/2021,1,Rejected,19,259.84,259.84,259.84
1961,"For personal growth or development, typically unpaid.",Sick,10,2/6/2022,2/13/2022,7,Approved,17,1818.91,1818.91,1818.91
1961,For caretaking responsibilities related to a child.,Vacation,2,9/1/2022,9/7/2022,6,Approved,22,1559.07,1559.07,1559.07
1961,Annual Leave,Annual,5,7/20/2022,8/1/2022,12,Approved,25,3118.14,3118.14,3118.14
1961,Annual Leave,Annual,7,9/1/2022,9/3/2022,2,Approved,12,519.69,519.69,519.69
1961,For educational pursuits or exams.,Bereavement,4,1/14/2023,1/15/2023,1,Rejected,12,259.84,259.84,259.84
1961,Annual Leave,Annual,1,6/24/2024,7/2/2024,8,Approved,28,2078.76,2078.76,2078.76
1961,Annual Leave,Annual,1,9/19/2024,9/22/2024,3,Approved,12,779.53,779.53,779.53
1961,For serious or long-term health issues.,Sick,9,12/8/2024,12/14/2024,6,,15,1559.07,1559.07,1559.07
1961,Annual Leave,Annual,1,7/13/2024,7/19/2024,6,Rejected,25,1559.07,1559.07,1559.07
1962,For observing religious holidays.,Vacation,8,10/29/2020,10/31/2020,2,Approved,19,355.57,355.57,355.57
1962,Annual Leave,Annual,2,11/28/2020,12/3/2020,5,Approved,17,888.92,888.92,888.92
1962,Annual Leave,Annual,1,9/18/2020,9/20/2020,2,Rejected,20,355.57,355.57,355.57
1962,Annual Leave,Annual,8,1/25/2021,2/3/2021,9,Rejected,18,1600.06,1600.06,1600.06
1962,Annual Leave,Annual,10,12/28/2021,12/31/2021,3,Approved,11,533.35,533.35,533.35
1962,Annual Leave,Annual,2,12/21/2021,12/26/2021,5,Approved,12,888.92,888.92,888.92
1962,For the death of a family member.,"For personal growth or development, typically unpaid.",3,12/10/2021,12/15/2021,5,Rejected,17,888.92,888.92,888.92
1962,For educational pursuits or exams.,"For personal growth or development, typically unpaid.",4,7/14/2021,7/17/2021,3,Approved,21,533.35,533.35,533.35
1962,Annual Leave,Annual,4,9/19/2022,9/21/2022,2,Approved,11,355.57,355.57,355.57
1962,Annual Leave,Annual,3,9/7/2022,9/15/2022,8,Rejected,18,1422.28,1422.28,1422.28
1962,"For personal growth or development, typically unpaid.",Sick,10,6/9/2023,6/12/2023,3,Rejected,10,533.35,533.35,533.35
1962,For performing public or civic duties.,Vacation,7,3/18/2023,3/23/2023,5,Rejected,17,888.92,888.92,888.92
1962,Annual Leave,Annual,9,8/27/2023,9/12/2023,16,Approved,18,2844.55,2844.55,2844.55
1962,Annual Leave,Annual,2,2/27/2023,3/7/2023,8,Approved,25,1422.28,1422.28,1422.28
1962,For performing public or civic duties.,Sick,7,4/5/2023,4/14/2023,9,Approved,13,1600.06,1600.06,1600.06
1962,Annual Leave,Annual,1,9/20/2024,10/6/2024,16,Rejected,28,2844.55,2844.55,2844.55
1962,For emergencies or critical family events.,Sick,5,6/14/2024,6/24/2024,10,Approved,12,1777.85,1777.85,1777.85
1962,Annual Leave,Annual,9,6/20/2024,6/22/2024,2,Approved,25,355.57,355.57,355.57
1962,Annual Leave,Annual,10,11/1/2024,11/5/2024,4,Approved,19,711.14,711.14,711.14
1962,Annual Leave,Annual,8,2/25/2024,3/3/2024,7,Rejected,19,1244.49,1244.49,1244.49
1963,Annual Leave,Annual,4,8/25/2020,9/7/2020,13,Approved,21,2724.31,2724.31,2724.31
1963,For observing religious holidays.,Vacation,8,7/1/2020,7/6/2020,5,Approved,22,1047.81,1047.81,1047.81
1963,For performing public or civic duties.,Sick,7,5/24/2021,5/27/2021,3,Rejected,21,628.69,628.69,628.69
1963,For emergencies or critical family events.,Sick,5,7/8/2021,7/11/2021,3,Rejected,15,628.69,628.69,628.69
1963,Annual Leave,Annual,1,8/25/2021,8/31/2021,6,Rejected,28,1257.37,1257.37,1257.37
1963,Annual Leave,Annual,6,4/8/2022,4/23/2022,15,Approved,19,3143.43,3143.43,3143.43
1963,Annual Leave,Annual,3,10/7/2022,10/10/2022,3,Approved,22,628.69,628.69,628.69
1963,For educational pursuits or exams.,Bereavement,4,3/3/2022,3/7/2022,4,Rejected,17,838.25,838.25,838.25
1963,For educational pursuits or exams.,Vacation,4,7/13/2022,7/15/2022,2,Approved,28,419.12,419.12,419.12
1963,To serve on a jury as required by law.,Vacation,6,5/10/2022,5/15/2022,5,Approved,19,1047.81,1047.81,1047.81
1963,Annual Leave,Annual,10,10/11/2023,10/21/2023,10,Approved,11,2095.62,2095.62,2095.62
1963,Annual Leave,Annual,4,8/10/2023,8/11/2023,1,Rejected,26,209.56,209.56,209.56
1963,For serious or long-term health issues.,Vacation,9,6/7/2023,6/11/2023,4,Approved,15,838.25,838.25,838.25
1963,For serious or long-term health issues.,"For personal growth or development, typically unpaid.",9,2/8/2024,2/9/2024,1,Rejected,30,209.56,209.56,209.56
1963,Annual Leave,Annual,1,1/11/2024,1/15/2024,4,Rejected,24,838.25,838.25,838.25
1964,For performing public or civic duties.,"For personal growth or development, typically unpaid.",7,11/5/2019,11/10/2019,5,Approved,18,1088.97,1088.97,1088.97
1964,Annual Leave,Annual,3,9/23/2019,10/7/2019,14,Rejected,12,3049.12,3049.12,3049.12
1964,For fathers after the birth of a child.,Sick,1,9/27/2019,10/5/2019,8,Rejected,26,1742.35,1742.35,1742.35
1964,Annual Leave,Annual,6,8/9/2020,8/17/2020,8,Approved,24,1742.35,1742.35,1742.35
1964,Annual Leave,Annual,6,9/30/2020,10/19/2020,19,Rejected,24,4138.09,4138.09,4138.09
1964,Annual Leave,Annual,2,7/27/2020,8/5/2020,9,Approved,28,1960.15,1960.15,1960.15
1964,Annual Leave,Annual,9,5/12/2020,5/22/2020,10,Approved,20,2177.94,2177.94,2177.94
1964,For observing religious holidays.,Sick,8,4/3/2020,4/9/2020,6,Rejected,22,1306.77,1306.77,1306.77
1964,For the death of a family member.,Sick,3,4/10/2021,4/12/2021,2,Rejected,10,435.59,435.59,435.59
1964,For serious or long-term health issues.,Bereavement,9,5/5/2021,5/10/2021,5,Approved,15,1088.97,1088.97,1088.97
1964,Annual Leave,Annual,1,8/5/2021,8/6/2021,1,Rejected,30,217.79,217.79,217.79
