Training Session ID,Training Name,Training Type,Duration Hours
2596,Emotional Intelligence,Leadership,8
2597,Advanced Excel,Technical,40
2598,Problem Solving,Skill Development,16
2599,Emotional Intelligence,Leadership,60
2600,Project Management Software Training,Technical,16
2601,Time Management,Skill Development,40
2602,Emotional Intelligence,Leadership,40
2603,Financial Compliance,Compliance,60
2604,Workplace Safety,Compliance,16
2605,Customer Service Excellence,Skill Development,4
2606,Data Privacy and Security,Compliance,8
2607,Team Building,Leadership,2
2608,Advanced Excel,Technical,40
2609,Problem Solving,Skill Development,32
2610,Creative Thinking,Skill Development,4
2611,Leadership Essentials,Leadership,2
2612,Creative Thinking,Skill Development,60
2613,Communication Skills,Skill Development,32
2614,Problem Solving,Skill Development,4
2615,Communication Skills,Skill Development,2
2616,Customer Service Excellence,Skill Development,4
2617,Workplace Safety,Compliance,16
2618,Cybersecurity Basics,Technical,4
2619,Project Management Software Training,Technical,2
2620,Workplace Safety,Compliance,8
2621,Customer Service Excellence,Skill Development,40
2622,Negotiation Skills,Skill Development,32
2623,Negotiation Skills,Skill Development,2
2624,Code of Conduct,Compliance,16
2625,Creative Thinking,Skill Development,2
2626,Emotional Intelligence,Leadership,4
2627,Project Management Software Training,Technical,8
2628,Problem Solving,Skill Development,16
2629,Customer Service Excellence,Skill Development,2
2630,Code of Conduct,Compliance,60
2631,Conflict Resolution,Leadership,40
2632,Coaching and Mentoring,Leadership,2
2633,Team Building,Leadership,8
2634,Workplace Safety,Compliance,8
2635,Team Building,Leadership,32
2636,Data Privacy and Security,Compliance,4
2637,Financial Compliance,Compliance,2
2638,Strategic Planning,Leadership,32
2639,Emotional Intelligence,Leadership,16
2640,Data Analysis with Python,Technical,2
2641,Advanced Excel,Technical,60
2642,Time Management,Skill Development,4
2643,SQL for Data Management,Technical,60
2644,Time Management,Skill Development,16
2645,Cybersecurity Basics,Technical,60
2646,Conflict Resolution,Leadership,32
2647,Customer Service Excellence,Skill Development,16
2648,Team Building,Leadership,40
2649,Code of Conduct,Compliance,16
2650,Workplace Safety,Compliance,40
2651,Financial Compliance,Compliance,16
2652,Financial Compliance,Compliance,60
2653,SQL for Data Management,Technical,60
2654,Leadership Essentials,Leadership,16
2655,Customer Service Excellence,Skill Development,16
2656,Advanced Excel,Technical,40
2657,Coaching and Mentoring,Leadership,4
2658,Diversity and Inclusion,Compliance,8
2659,Strategic Planning,Leadership,16
2660,Data Analysis with Python,Technical,16
2661,Team Building,Leadership,8
2662,Creative Thinking,Skill Development,32
2663,Customer Service Excellence,Skill Development,16
2664,Financial Compliance,Compliance,8
2665,Cloud Computing Essentials,Technical,32
2666,Emotional Intelligence,Leadership,16
2667,Team Building,Leadership,40
2668,Customer Service Excellence,Skill Development,40
2669,Problem Solving,Skill Development,16
2670,Advanced Excel,Technical,40
2671,SQL for Data Management,Technical,8
2672,Data Analysis with Python,Technical,40
2673,Negotiation Skills,Skill Development,8
2674,Cybersecurity Basics,Technical,4
2675,Workplace Safety,Compliance,32
2676,Coaching and Mentoring,Leadership,40
2677,Diversity and Inclusion,Compliance,32
2678,Cloud Computing Essentials,Technical,2
2679,SQL for Data Management,Technical,4
2680,Cloud Computing Essentials,Technical,16
2681,Code of Conduct,Compliance,32
2682,Emotional Intelligence,Leadership,8
2683,Financial Compliance,Compliance,16
2684,Communication Skills,Skill Development,40
2685,Team Building,Leadership,2
2686,Anti-Harassment Training,Compliance,16
2687,Strategic Planning,Leadership,16
2688,Strategic Planning,Leadership,2
2689,Cybersecurity Basics,Technical,32
2690,Problem Solving,Skill Development,8
2691,Emotional Intelligence,Leadership,60
2692,Problem Solving,Skill Development,32
2693,Data Analysis with Python,Technical,60
2694,Leadership Essentials,Leadership,16
2695,Emotional Intelligence,Leadership,32
2696,Code of Conduct,Compliance,4
2697,Advanced Excel,Technical,32
2698,Customer Service Excellence,Skill Development,32
2699,Conflict Resolution,Leadership,60
2700,Strategic Planning,Leadership,4
2701,Conflict Resolution,Leadership,16
2702,Problem Solving,Skill Development,16
2703,Communication Skills,Skill Development,32
2704,Emotional Intelligence,Leadership,60
2705,Problem Solving,Skill Development,8
2706,Leadership Essentials,Leadership,8
2707,Customer Service Excellence,Skill Development,4
2708,Communication Skills,Skill Development,16
2709,Emotional Intelligence,Leadership,40
2710,Cloud Computing Essentials,Technical,32
2711,Advanced Excel,Technical,2
2712,Strategic Planning,Leadership,4
2713,Diversity and Inclusion,Compliance,60
2714,Leadership Essentials,Leadership,16
2715,Leadership Essentials,Leadership,60
2716,SQL for Data Management,Technical,32
2717,Coaching and Mentoring,Leadership,60
2718,Communication Skills,Skill Development,32
2719,Emotional Intelligence,Leadership,40
2720,Cloud Computing Essentials,Technical,60
2721,Financial Compliance,Compliance,4
2722,Advanced Excel,Technical,60
2723,Financial Compliance,Compliance,16
2724,Customer Service Excellence,Skill Development,40
2725,Diversity and Inclusion,Compliance,40
2726,Advanced Excel,Technical,2
2727,Problem Solving,Skill Development,40
2728,Creative Thinking,Skill Development,40
2729,Advanced Excel,Technical,4
2730,Diversity and Inclusion,Compliance,4
2731,Financial Compliance,Compliance,2
2732,Data Privacy and Security,Compliance,4
2733,Cybersecurity Basics,Technical,60
2734,Financial Compliance,Compliance,8
2735,Code of Conduct,Compliance,40
2736,Advanced Excel,Technical,2
2737,Workplace Safety,Compliance,2
2738,Emotional Intelligence,Leadership,4
2739,Conflict Resolution,Leadership,32
2740,Diversity and Inclusion,Compliance,40
2741,Workplace Safety,Compliance,32
2742,Strategic Planning,Leadership,16
2743,Coaching and Mentoring,Leadership,60
2744,Project Management Software Training,Technical,16
2745,Problem Solving,Skill Development,32
2746,SQL for Data Management,Technical,2
2747,Emotional Intelligence,Leadership,32
2748,Advanced Excel,Technical,8
2749,Conflict Resolution,Leadership,8
2750,Team Building,Leadership,16
2751,Coaching and Mentoring,Leadership,16
2752,Diversity and Inclusion,Compliance,4
2753,Customer Service Excellence,Skill Development,60
2754,Anti-Harassment Training,Compliance,40
2755,Emotional Intelligence,Leadership,4
2756,Communication Skills,Skill Development,16
2757,Conflict Resolution,Leadership,32
2758,Team Building,Leadership,60
2759,Team Building,Leadership,16
2760,Cloud Computing Essentials,Technical,60
2761,SQL for Data Management,Technical,60
2762,Problem Solving,Skill Development,32
2763,Advanced Excel,Technical,32
2764,Data Privacy and Security,Compliance,4
2765,Problem Solving,Skill Development,2
2766,Advanced Excel,Technical,60
2767,Time Management,Skill Development,40
2768,Strategic Planning,Leadership,40
2769,Workplace Safety,Compliance,8
2770,Code of Conduct,Compliance,2
2771,Communication Skills,Skill Development,16
2772,Cybersecurity Basics,Technical,4
2773,Cloud Computing Essentials,Technical,8
2774,Communication Skills,Skill Development,40
2775,Creative Thinking,Skill Development,4
2776,Emotional Intelligence,Leadership,60
2777,Leadership Essentials,Leadership,32
2778,Data Analysis with Python,Technical,32
2779,Anti-Harassment Training,Compliance,60
2780,Data Analysis with Python,Technical,32
2781,Customer Service Excellence,Skill Development,16
2782,Code of Conduct,Compliance,8
2783,Workplace Safety,Compliance,2
2784,Code of Conduct,Compliance,16
2785,Problem Solving,Skill Development,40
2786,SQL for Data Management,Technical,60
2787,Project Management Software Training,Technical,4
2788,Communication Skills,Skill Development,4
2789,Project Management Software Training,Technical,2
2790,Negotiation Skills,Skill Development,40
2791,Code of Conduct,Compliance,2
2792,Team Building,Leadership,32
2793,Data Privacy and Security,Compliance,8
2794,Negotiation Skills,Skill Development,16
2795,Coaching and Mentoring,Leadership,8
2796,Customer Service Excellence,Skill Development,40
2797,Data Privacy and Security,Compliance,2
2798,Conflict Resolution,Leadership,32
2799,SQL for Data Management,Technical,32
2800,Anti-Harassment Training,Compliance,4
2801,Time Management,Skill Development,16
2802,Team Building,Leadership,8
2803,Workplace Safety,Compliance,40
2804,Advanced Excel,Technical,32
2805,Leadership Essentials,Leadership,8
2806,Communication Skills,Skill Development,60
2807,Creative Thinking,Skill Development,32
2808,Data Analysis with Python,Technical,2
2809,Workplace Safety,Compliance,40
2810,Team Building,Leadership,60
2811,Workplace Safety,Compliance,32
2812,Emotional Intelligence,Leadership,4
2813,Cybersecurity Basics,Technical,16
2814,Financial Compliance,Compliance,8
2815,Strategic Planning,Leadership,60
2816,Workplace Safety,Compliance,40
2817,Strategic Planning,Leadership,2
2818,Negotiation Skills,Skill Development,4
2819,Cloud Computing Essentials,Technical,16
2820,Cybersecurity Basics,Technical,4
2821,Conflict Resolution,Leadership,2
2822,Data Privacy and Security,Compliance,40
2823,Advanced Excel,Technical,40
2824,Time Management,Skill Development,40
2825,Workplace Safety,Compliance,2
2826,Communication Skills,Skill Development,40
2827,Leadership Essentials,Leadership,16
2828,Customer Service Excellence,Skill Development,60
2829,SQL for Data Management,Technical,32
2830,Conflict Resolution,Leadership,40
2831,Workplace Safety,Compliance,40
2832,Coaching and Mentoring,Leadership,8
2833,Anti-Harassment Training,Compliance,4
2834,Data Privacy and Security,Compliance,8
2835,Conflict Resolution,Leadership,60
2836,Emotional Intelligence,Leadership,4
2837,Strategic Planning,Leadership,60
2838,Leadership Essentials,Leadership,60
2839,Leadership Essentials,Leadership,4
2840,Financial Compliance,Compliance,40
2841,Code of Conduct,Compliance,16
2842,Cloud Computing Essentials,Technical,60
2843,Negotiation Skills,Skill Development,2
2844,Customer Service Excellence,Skill Development,32
2845,SQL for Data Management,Technical,40
2846,Cloud Computing Essentials,Technical,8
2847,Time Management,Skill Development,8
2848,Coaching and Mentoring,Leadership,4
2849,Leadership Essentials,Leadership,16
2850,Customer Service Excellence,Skill Development,40
2851,Time Management,Skill Development,8
2852,Emotional Intelligence,Leadership,4
2853,Negotiation Skills,Skill Development,60
2854,Problem Solving,Skill Development,40
2855,Problem Solving,Skill Development,2
2856,Workplace Safety,Compliance,32
2857,Conflict Resolution,Leadership,16
2858,Data Privacy and Security,Compliance,32
2859,Leadership Essentials,Leadership,2
2860,Cybersecurity Basics,Technical,32
2861,Diversity and Inclusion,Compliance,2
2862,Problem Solving,Skill Development,4
2863,Communication Skills,Skill Development,60
2864,Cloud Computing Essentials,Technical,4
2865,Data Analysis with Python,Technical,2
2866,Cloud Computing Essentials,Technical,32
2867,Conflict Resolution,Leadership,4
2868,Communication Skills,Skill Development,2
2869,Team Building,Leadership,2
2870,Creative Thinking,Skill Development,60
2871,Problem Solving,Skill Development,32
2872,Cloud Computing Essentials,Technical,40
2873,Data Privacy and Security,Compliance,2
2874,Financial Compliance,Compliance,8
2875,Cloud Computing Essentials,Technical,40
2876,Project Management Software Training,Technical,60
2877,Customer Service Excellence,Skill Development,32
2878,Customer Service Excellence,Skill Development,8
2879,Coaching and Mentoring,Leadership,16
2880,Communication Skills,Skill Development,2
2881,Time Management,Skill Development,8
2882,Financial Compliance,Compliance,32
2883,Advanced Excel,Technical,16
2884,Communication Skills,Skill Development,60
2885,Anti-Harassment Training,Compliance,32
2886,Code of Conduct,Compliance,40
2887,Cloud Computing Essentials,Technical,4
2888,SQL for Data Management,Technical,60
2889,Diversity and Inclusion,Compliance,32
2890,Emotional Intelligence,Leadership,60
2891,Cybersecurity Basics,Technical,2
2892,Communication Skills,Skill Development,16
2893,Negotiation Skills,Skill Development,4
2894,Data Privacy and Security,Compliance,2
2895,Diversity and Inclusion,Compliance,2
2896,Financial Compliance,Compliance,40
2897,Customer Service Excellence,Skill Development,16
2898,Coaching and Mentoring,Leadership,8
2899,Communication Skills,Skill Development,8
2900,Communication Skills,Skill Development,32
2901,Communication Skills,Skill Development,32
2902,Cloud Computing Essentials,Technical,32
2903,Team Building,Leadership,4
2904,Communication Skills,Skill Development,40
2905,Customer Service Excellence,Skill Development,60
2906,Project Management Software Training,Technical,32
2907,Coaching and Mentoring,Leadership,4
2908,Communication Skills,Skill Development,2
2909,Advanced Excel,Technical,16
2910,Conflict Resolution,Leadership,32
2911,Problem Solving,Skill Development,32
2912,Data Analysis with Python,Technical,32
2913,Project Management Software Training,Technical,32
2914,Communication Skills,Skill Development,40
2915,Communication Skills,Skill Development,16
2916,Cybersecurity Basics,Technical,32
2917,Workplace Safety,Compliance,8
2918,Anti-Harassment Training,Compliance,2
2919,Diversity and Inclusion,Compliance,32
2920,Coaching and Mentoring,Leadership,40
2921,Data Analysis with Python,Technical,16
2922,Data Privacy and Security,Compliance,32
2923,Code of Conduct,Compliance,16
2924,Coaching and Mentoring,Leadership,2
2925,Problem Solving,Skill Development,4
2926,SQL for Data Management,Technical,8
2927,SQL for Data Management,Technical,60
2928,Data Analysis with Python,Technical,2
2929,Creative Thinking,Skill Development,8
2930,Anti-Harassment Training,Compliance,60
2931,Code of Conduct,Compliance,16
2932,Anti-Harassment Training,Compliance,60
2933,Strategic Planning,Leadership,4
2934,Communication Skills,Skill Development,60
2935,Communication Skills,Skill Development,32
2936,Cloud Computing Essentials,Technical,32
2937,Problem Solving,Skill Development,60
2938,Data Analysis with Python,Technical,32
2939,Creative Thinking,Skill Development,32
2940,Strategic Planning,Leadership,4
2941,Coaching and Mentoring,Leadership,60
2942,Customer Service Excellence,Skill Development,8
2943,Code of Conduct,Compliance,2
2944,Project Management Software Training,Technical,32
2945,Problem Solving,Skill Development,16
2946,Emotional Intelligence,Leadership,8
2947,Coaching and Mentoring,Leadership,8
2948,Negotiation Skills,Skill Development,32
2949,Workplace Safety,Compliance,32
2950,Financial Compliance,Compliance,4
2951,Cybersecurity Basics,Technical,16
2952,Problem Solving,Skill Development,4
2953,Data Analysis with Python,Technical,32
2954,Financial Compliance,Compliance,40
2955,Anti-Harassment Training,Compliance,16
2956,Creative Thinking,Skill Development,16
2957,Problem Solving,Skill Development,4
2958,Coaching and Mentoring,Leadership,4
2959,Cloud Computing Essentials,Technical,2
2960,Time Management,Skill Development,60
2961,Communication Skills,Skill Development,32
2962,Time Management,Skill Development,60
2963,Diversity and Inclusion,Compliance,4
2964,Problem Solving,Skill Development,4
2965,Data Privacy and Security,Compliance,2
2966,Time Management,Skill Development,32
2967,Leadership Essentials,Leadership,40
2968,Leadership Essentials,Leadership,40
2969,SQL for Data Management,Technical,60
2970,Negotiation Skills,Skill Development,40
2971,Communication Skills,Skill Development,4
2972,Cloud Computing Essentials,Technical,32
2973,Diversity and Inclusion,Compliance,16
2974,Emotional Intelligence,Leadership,16
2975,Anti-Harassment Training,Compliance,32
2976,Negotiation Skills,Skill Development,8
2977,Team Building,Leadership,60
2978,Problem Solving,Skill Development,40
2979,Strategic Planning,Leadership,32
2980,Project Management Software Training,Technical,4
2981,Workplace Safety,Compliance,8
2982,Advanced Excel,Technical,40
2983,Leadership Essentials,Leadership,60
2984,Creative Thinking,Skill Development,16
2985,Coaching and Mentoring,Leadership,8
2986,Leadership Essentials,Leadership,32
2987,Time Management,Skill Development,4
2988,Emotional Intelligence,Leadership,40
2989,Coaching and Mentoring,Leadership,8
2990,Advanced Excel,Technical,8
2991,Emotional Intelligence,Leadership,32
2992,Coaching and Mentoring,Leadership,32
2993,Emotional Intelligence,Leadership,32
2994,Cybersecurity Basics,Technical,4
2995,Communication Skills,Skill Development,32
2996,Data Privacy and Security,Compliance,40
2997,Team Building,Leadership,4
2998,Coaching and Mentoring,Leadership,60
2999,Problem Solving,Skill Development,2
3000,Team Building,Leadership,8
3001,Problem Solving,Skill Development,8
3002,Code of Conduct,Compliance,2
3003,Cloud Computing Essentials,Technical,40
3004,Financial Compliance,Compliance,2
3005,Time Management,Skill Development,40
3006,Coaching and Mentoring,Leadership,60
3007,Conflict Resolution,Leadership,40
3008,Data Privacy and Security,Compliance,2
3009,Code of Conduct,Compliance,60
3010,Advanced Excel,Technical,2
3011,Data Analysis with Python,Technical,16
3012,Customer Service Excellence,Skill Development,40
3013,Workplace Safety,Compliance,16
3014,Communication Skills,Skill Development,2
3015,Customer Service Excellence,Skill Development,8
3016,Project Management Software Training,Technical,60
3017,Negotiation Skills,Skill Development,32
3018,Data Analysis with Python,Technical,8
3019,Team Building,Leadership,4
3020,Team Building,Leadership,4
3021,Anti-Harassment Training,Compliance,60
3022,Code of Conduct,Compliance,4
3023,Strategic Planning,Leadership,60
3024,Leadership Essentials,Leadership,16
3025,Problem Solving,Skill Development,16
3026,Project Management Software Training,Technical,32
3027,Data Analysis with Python,Technical,32
3028,Problem Solving,Skill Development,40
3029,Financial Compliance,Compliance,32
3030,SQL for Data Management,Technical,32
3031,Workplace Safety,Compliance,60
3032,Problem Solving,Skill Development,2
3033,Cybersecurity Basics,Technical,4
3034,Anti-Harassment Training,Compliance,8
3035,Leadership Essentials,Leadership,32
3036,Creative Thinking,Skill Development,60
3037,Creative Thinking,Skill Development,60
3038,Data Analysis with Python,Technical,8
3039,Time Management,Skill Development,16
3040,Cybersecurity Basics,Technical,40
3041,Anti-Harassment Training,Compliance,16
3042,Diversity and Inclusion,Compliance,32
3043,Code of Conduct,Compliance,4
3044,Cloud Computing Essentials,Technical,16
3045,Negotiation Skills,Skill Development,8
3046,Project Management Software Training,Technical,4
3047,Data Analysis with Python,Technical,60
3048,Leadership Essentials,Leadership,8
3049,Financial Compliance,Compliance,32
3050,Leadership Essentials,Leadership,2
3051,Team Building,Leadership,2
3052,Data Analysis with Python,Technical,8
3053,Data Privacy and Security,Compliance,4
3054,Financial Compliance,Compliance,2
3055,Strategic Planning,Leadership,40
3056,Anti-Harassment Training,Compliance,60
3057,SQL for Data Management,Technical,60
3058,Anti-Harassment Training,Compliance,2
3059,Financial Compliance,Compliance,60
3060,Problem Solving,Skill Development,32
3061,Workplace Safety,Compliance,40
3062,Advanced Excel,Technical,32
3063,Code of Conduct,Compliance,40
3064,Conflict Resolution,Leadership,40
3065,Conflict Resolution,Leadership,4
3066,Customer Service Excellence,Skill Development,60
3067,Cybersecurity Basics,Technical,2
3068,Emotional Intelligence,Leadership,40
3069,Coaching and Mentoring,Leadership,60
3070,Project Management Software Training,Technical,60
3071,Coaching and Mentoring,Leadership,2
3072,Leadership Essentials,Leadership,32
3073,Negotiation Skills,Skill Development,2
3074,Cloud Computing Essentials,Technical,16
3075,Team Building,Leadership,32
3076,Conflict Resolution,Leadership,2
3077,Workplace Safety,Compliance,40
3078,Conflict Resolution,Leadership,8
3079,Financial Compliance,Compliance,32
3080,Code of Conduct,Compliance,16
3081,Financial Compliance,Compliance,40
3082,Project Management Software Training,Technical,32
3083,Leadership Essentials,Leadership,32
3084,Financial Compliance,Compliance,32
3085,Project Management Software Training,Technical,16
3086,Code of Conduct,Compliance,16
3087,Emotional Intelligence,Leadership,8
3088,Cybersecurity Basics,Technical,8
3089,Emotional Intelligence,Leadership,32
3090,Cloud Computing Essentials,Technical,8
3091,Financial Compliance,Compliance,8
3092,Strategic Planning,Leadership,60
3093,Emotional Intelligence,Leadership,4
3094,Cybersecurity Basics,Technical,32
3095,Communication Skills,Skill Development,40
3096,Data Analysis with Python,Technical,8
3097,Anti-Harassment Training,Compliance,40
3098,Project Management Software Training,Technical,32
3099,Code of Conduct,Compliance,60
3100,Data Privacy and Security,Compliance,32
3101,Strategic Planning,Leadership,60
3102,Advanced Excel,Technical,4
3103,SQL for Data Management,Technical,4
3104,Data Privacy and Security,Compliance,32
3105,Cybersecurity Basics,Technical,4
3106,Communication Skills,Skill Development,16
3107,Communication Skills,Skill Development,60
3108,Cloud Computing Essentials,Technical,2
3109,Communication Skills,Skill Development,4
3110,Code of Conduct,Compliance,2
3111,Code of Conduct,Compliance,8
3112,Data Privacy and Security,Compliance,40
3113,Problem Solving,Skill Development,2
3114,SQL for Data Management,Technical,2
3115,Diversity and Inclusion,Compliance,60
3116,Cybersecurity Basics,Technical,16
3117,Emotional Intelligence,Leadership,2
3118,Project Management Software Training,Technical,40
3119,Strategic Planning,Leadership,32
3120,Negotiation Skills,Skill Development,16
3121,Communication Skills,Skill Development,60
3122,SQL for Data Management,Technical,4
3123,Leadership Essentials,Leadership,60
3124,SQL for Data Management,Technical,60
3125,Diversity and Inclusion,Compliance,8
3126,Cloud Computing Essentials,Technical,4
3127,Customer Service Excellence,Skill Development,2
3128,Strategic Planning,Leadership,32
3129,Communication Skills,Skill Development,60
3130,Leadership Essentials,Leadership,32
3131,Project Management Software Training,Technical,60
3132,Time Management,Skill Development,32
3133,Creative Thinking,Skill Development,2
3134,Data Privacy and Security,Compliance,8
3135,Code of Conduct,Compliance,8
3136,Strategic Planning,Leadership,4
3137,Negotiation Skills,Skill Development,4
3138,Negotiation Skills,Skill Development,16
3139,Strategic Planning,Leadership,16
3140,Conflict Resolution,Leadership,32
3141,Project Management Software Training,Technical,4
3142,Diversity and Inclusion,Compliance,8
3143,Problem Solving,Skill Development,8
3144,Anti-Harassment Training,Compliance,2
3145,Diversity and Inclusion,Compliance,32
3146,Anti-Harassment Training,Compliance,8
3147,Cloud Computing Essentials,Technical,32
3148,Anti-Harassment Training,Compliance,2
3149,Cybersecurity Basics,Technical,2
3150,SQL for Data Management,Technical,32
3151,Communication Skills,Skill Development,60
3152,Conflict Resolution,Leadership,8
3153,Creative Thinking,Skill Development,4
3154,Creative Thinking,Skill Development,32
3155,Workplace Safety,Compliance,8
3156,Conflict Resolution,Leadership,4
3157,Emotional Intelligence,Leadership,40
3158,Conflict Resolution,Leadership,8
3159,Leadership Essentials,Leadership,40
3160,Advanced Excel,Technical,2
3161,Emotional Intelligence,Leadership,40
3162,Anti-Harassment Training,Compliance,40
3163,Code of Conduct,Compliance,60
3164,Cybersecurity Basics,Technical,2
3165,Project Management Software Training,Technical,60
3166,Coaching and Mentoring,Leadership,8
3167,Project Management Software Training,Technical,60
3168,Advanced Excel,Technical,60
3169,Code of Conduct,Compliance,16
3170,Workplace Safety,Compliance,16
3171,Financial Compliance,Compliance,40
3172,Team Building,Leadership,16
3173,Time Management,Skill Development,40
3174,Diversity and Inclusion,Compliance,32
3175,Workplace Safety,Compliance,32
3176,Coaching and Mentoring,Leadership,8
3177,Strategic Planning,Leadership,8
3178,Code of Conduct,Compliance,32
3179,Time Management,Skill Development,32
3180,Cloud Computing Essentials,Technical,60
3181,Financial Compliance,Compliance,32
3182,Advanced Excel,Technical,40
3183,Workplace Safety,Compliance,16
3184,Diversity and Inclusion,Compliance,32
3185,Emotional Intelligence,Leadership,2
3186,Customer Service Excellence,Skill Development,16
3187,Financial Compliance,Compliance,60
3188,Team Building,Leadership,32
3189,Team Building,Leadership,60
3190,Conflict Resolution,Leadership,2
3191,Customer Service Excellence,Skill Development,2
3192,SQL for Data Management,Technical,16
3193,Time Management,Skill Development,2
3194,Advanced Excel,Technical,4
3195,Creative Thinking,Skill Development,8
3196,Data Privacy and Security,Compliance,8
3197,Customer Service Excellence,Skill Development,16
3198,Project Management Software Training,Technical,32
3199,Coaching and Mentoring,Leadership,4
3200,Financial Compliance,Compliance,60
3201,Customer Service Excellence,Skill Development,4
3202,SQL for Data Management,Technical,8
3203,Negotiation Skills,Skill Development,4
3204,Code of Conduct,Compliance,40
3205,Code of Conduct,Compliance,60
3206,Data Privacy and Security,Compliance,16
3207,Project Management Software Training,Technical,2
3208,Communication Skills,Skill Development,40
3209,Conflict Resolution,Leadership,2
3210,Customer Service Excellence,Skill Development,16
3211,Project Management Software Training,Technical,60
3212,Strategic Planning,Leadership,2
3213,Customer Service Excellence,Skill Development,8
3214,Anti-Harassment Training,Compliance,16
3215,Workplace Safety,Compliance,16
3216,Communication Skills,Skill Development,8
3217,Emotional Intelligence,Leadership,2
3218,Cloud Computing Essentials,Technical,8
3219,Cybersecurity Basics,Technical,60
3220,Customer Service Excellence,Skill Development,60
3221,Strategic Planning,Leadership,32
3222,Problem Solving,Skill Development,32
3223,Cloud Computing Essentials,Technical,32
3224,Financial Compliance,Compliance,2
3225,Strategic Planning,Leadership,4
3226,Data Analysis with Python,Technical,32
3227,Communication Skills,Skill Development,2
3228,Communication Skills,Skill Development,2
3229,Communication Skills,Skill Development,2
3230,Coaching and Mentoring,Leadership,2
3231,Leadership Essentials,Leadership,16
3232,Creative Thinking,Skill Development,60
3233,Cloud Computing Essentials,Technical,40
3234,Financial Compliance,Compliance,2
3235,Leadership Essentials,Leadership,32
3236,Data Analysis with Python,Technical,8
3237,Communication Skills,Skill Development,8
3238,Advanced Excel,Technical,4
3239,Financial Compliance,Compliance,8
3240,Anti-Harassment Training,Compliance,40
3241,Data Analysis with Python,Technical,2
3242,Coaching and Mentoring,Leadership,40
3243,Customer Service Excellence,Skill Development,4
3244,Data Privacy and Security,Compliance,32
3245,Problem Solving,Skill Development,4
3246,Negotiation Skills,Skill Development,32
3247,Strategic Planning,Leadership,60
3248,Diversity and Inclusion,Compliance,32
3249,Leadership Essentials,Leadership,16
3250,Anti-Harassment Training,Compliance,16
3251,SQL for Data Management,Technical,40
3252,Anti-Harassment Training,Compliance,8
3253,Communication Skills,Skill Development,40
3254,Customer Service Excellence,Skill Development,16
3255,SQL for Data Management,Technical,4
3256,Time Management,Skill Development,60
3257,Communication Skills,Skill Development,32
3258,Project Management Software Training,Technical,2
3259,Data Privacy and Security,Compliance,40
3260,Team Building,Leadership,8
3261,Communication Skills,Skill Development,40
3262,Diversity and Inclusion,Compliance,8
3263,SQL for Data Management,Technical,32
3264,Data Privacy and Security,Compliance,60
3265,Creative Thinking,Skill Development,4
3266,Time Management,Skill Development,60
3267,Time Management,Skill Development,40
3268,SQL for Data Management,Technical,8
3269,Project Management Software Training,Technical,4
3270,Financial Compliance,Compliance,8
3271,Time Management,Skill Development,2
3272,Customer Service Excellence,Skill Development,2
3273,Creative Thinking,Skill Development,16
3274,Cybersecurity Basics,Technical,60
3275,Customer Service Excellence,Skill Development,40
3276,Time Management,Skill Development,32
3277,Code of Conduct,Compliance,16
3278,Anti-Harassment Training,Compliance,40
3279,Creative Thinking,Skill Development,40
3280,Customer Service Excellence,Skill Development,32
3281,Financial Compliance,Compliance,40
3282,Project Management Software Training,Technical,4
3283,Cloud Computing Essentials,Technical,60
3284,Coaching and Mentoring,Leadership,4
3285,Advanced Excel,Technical,60
3286,Team Building,Leadership,60
3287,Negotiation Skills,Skill Development,2
3288,Financial Compliance,Compliance,4
3289,Code of Conduct,Compliance,4
3290,Financial Compliance,Compliance,32
3291,Conflict Resolution,Leadership,8
3292,SQL for Data Management,Technical,60
3293,Financial Compliance,Compliance,16
3294,Code of Conduct,Compliance,2
3295,Data Analysis with Python,Technical,2
3296,SQL for Data Management,Technical,4
3297,Creative Thinking,Skill Development,32
3298,Conflict Resolution,Leadership,4
3299,Negotiation Skills,Skill Development,60
3300,Advanced Excel,Technical,2
3301,Customer Service Excellence,Skill Development,8
3302,Data Analysis with Python,Technical,8
3303,Creative Thinking,Skill Development,8
3304,Leadership Essentials,Leadership,32
3305,Conflict Resolution,Leadership,2
3306,Strategic Planning,Leadership,32
3307,Project Management Software Training,Technical,4
3308,Financial Compliance,Compliance,32
3309,Creative Thinking,Skill Development,16
3310,Financial Compliance,Compliance,16
3311,Customer Service Excellence,Skill Development,2
3312,Code of Conduct,Compliance,40
3313,Customer Service Excellence,Skill Development,16
3314,Communication Skills,Skill Development,32
3315,Code of Conduct,Compliance,4
3316,Creative Thinking,Skill Development,32
3317,Conflict Resolution,Leadership,60
3318,Conflict Resolution,Leadership,40
3319,Strategic Planning,Leadership,4
3320,Communication Skills,Skill Development,32
3321,Time Management,Skill Development,16
3322,Problem Solving,Skill Development,32
3323,Data Analysis with Python,Technical,16
3324,Cloud Computing Essentials,Technical,32
3325,Project Management Software Training,Technical,32
3326,Workplace Safety,Compliance,40
3327,Problem Solving,Skill Development,60
3328,Diversity and Inclusion,Compliance,16
3329,Anti-Harassment Training,Compliance,16
3330,Code of Conduct,Compliance,32
3331,Project Management Software Training,Technical,16
3332,Financial Compliance,Compliance,32
3333,Emotional Intelligence,Leadership,2
3334,Anti-Harassment Training,Compliance,2
3335,Advanced Excel,Technical,8
3336,Time Management,Skill Development,60
