Employee ID,Year,Performance Feedback ID,Goal Clarity,Support for Goals,Manager Feedback Effectiveness,Team Collaboration Score,Additional Support Needed,Career Growth Satisfaction,Overall Performance Rating
1937,2021,3506,No,Yes,3,3,More career growth opportunities,Yes,1
1937,2022,3507,Yes,Yes,3,2,More career growth opportunities,No,1
1937,2023,3508,No,No,2,3,Improved work-life balance,No,5
1938,2019,3509,Yes,Yes,4,1,More team collaboration opportunities,No,3
1938,2020,3510,Yes,No,4,2,More career growth opportunities,No,3
1938,2021,3511,No,No,3,4,More career growth opportunities,No,5
1938,2022,3512,No,No,4,5,More team collaboration opportunities,Yes,4
1938,2023,3513,Yes,Yes,4,3,More training resources,No,3
1940,2022,3514,Yes,No,2,4,More career growth opportunities,No,2
1940,2023,3515,Yes,Yes,5,2,Better communication from management,Yes,5
1941,2021,3516,Yes,Yes,3,1,More team collaboration opportunities,No,4
1941,2022,3517,No,Yes,1,4,Improved work-life balance,Yes,2
1941,2023,3518,Yes,No,2,1,More training resources,Yes,5
1942,2022,3519,No,Yes,1,2,More training resources,Yes,5
1942,2023,3520,No,Yes,1,1,More career growth opportunities,Yes,5
1943,2019,3521,Yes,No,5,5,Better communication from management,Yes,3
1943,2020,3522,No,Yes,5,2,More team collaboration opportunities,No,2
1943,2021,3523,Yes,No,2,3,Better communication from management,No,3
1943,2022,3524,No,No,4,5,More training resources,No,1
1943,2023,3525,No,No,3,3,Better communication from management,Yes,2
1944,2022,3526,No,Yes,1,1,Improved work-life balance,Yes,5
1944,2023,3527,Yes,No,5,3,More team collaboration opportunities,No,3
1945,2022,3528,Yes,Yes,4,5,Better communication from management,No,4
1945,2023,3529,No,Yes,1,3,Better communication from management,No,5
1946,2020,3530,No,Yes,5,5,Improved work-life balance,No,4
1946,2021,3531,Yes,Yes,4,1,More team collaboration opportunities,Yes,5
1946,2022,3532,No,No,1,1,Improved work-life balance,No,1
1946,2023,3533,Yes,Yes,1,2,More career growth opportunities,Yes,5
1947,2020,3534,Yes,Yes,1,3,More training resources,No,2
1947,2021,3535,Yes,No,2,4,Better communication from management,Yes,4
1947,2022,3536,No,No,1,3,Better communication from management,No,5
1947,2023,3537,No,No,5,4,More team collaboration opportunities,Yes,1
1948,2020,3538,No,No,4,2,Improved work-life balance,No,4
1948,2021,3539,No,Yes,1,4,Improved work-life balance,Yes,5
1948,2022,3540,No,No,4,4,Better communication from management,Yes,4
1948,2023,3541,No,No,4,3,More training resources,No,2
1949,2021,3542,Yes,No,5,2,More team collaboration opportunities,No,3
1949,2022,3543,No,Yes,2,1,Better communication from management,Yes,3
1949,2023,3544,No,No,3,1,More team collaboration opportunities,No,3
1950,2022,3545,Yes,Yes,2,1,More career growth opportunities,Yes,5
1950,2023,3546,Yes,No,1,3,Improved work-life balance,Yes,1
1951,2018,3547,Yes,No,2,3,More training resources,Yes,4
1951,2019,3548,Yes,Yes,4,3,More career growth opportunities,No,2
1951,2020,3549,Yes,Yes,2,1,Improved work-life balance,Yes,3
1951,2021,3550,Yes,Yes,1,5,More team collaboration opportunities,No,2
1951,2022,3551,Yes,Yes,4,3,More training resources,No,1
1951,2023,3552,Yes,Yes,1,3,Improved work-life balance,Yes,2
1952,2018,3553,Yes,No,4,4,Improved work-life balance,No,2
1952,2019,3554,Yes,No,1,2,Improved work-life balance,Yes,5
1952,2020,3555,No,Yes,2,2,More team collaboration opportunities,No,3
1952,2021,3556,Yes,No,3,3,Improved work-life balance,No,2
1952,2022,3557,Yes,Yes,4,1,More team collaboration opportunities,No,4
1952,2023,3558,No,No,5,4,Better communication from management,Yes,3
1953,2018,3559,Yes,Yes,3,5,Better communication from management,No,4
1953,2019,3560,No,No,5,1,More team collaboration opportunities,No,2
1953,2020,3561,Yes,Yes,1,1,Better communication from management,No,1
1953,2021,3562,No,No,5,3,Improved work-life balance,No,1
1953,2022,3563,Yes,No,4,2,More career growth opportunities,No,1
1953,2023,3564,Yes,No,1,3,More team collaboration opportunities,No,5
1954,2019,3565,No,No,5,2,Better communication from management,Yes,4
1954,2020,3566,No,Yes,4,2,Improved work-life balance,Yes,2
1954,2021,3567,Yes,No,2,1,Better communication from management,No,5
1954,2022,3568,Yes,Yes,1,3,More team collaboration opportunities,No,2
1954,2023,3569,Yes,Yes,1,1,More training resources,No,3
1955,2018,3570,Yes,Yes,2,1,More career growth opportunities,Yes,5
1955,2019,3571,Yes,No,4,1,More team collaboration opportunities,No,3
1955,2020,3572,No,No,1,4,More career growth opportunities,Yes,4
1955,2021,3573,No,Yes,5,4,More career growth opportunities,Yes,3
1955,2022,3574,Yes,Yes,1,5,Improved work-life balance,No,3
1955,2023,3575,No,No,1,3,Better communication from management,No,1
1956,2020,3576,Yes,No,1,1,More training resources,Yes,3
1956,2021,3577,No,No,4,3,More team collaboration opportunities,Yes,2
1956,2022,3578,No,Yes,3,4,More team collaboration opportunities,No,2
1956,2023,3579,No,No,5,5,More team collaboration opportunities,No,5
1957,2021,3580,Yes,No,4,2,More career growth opportunities,No,2
1957,2022,3581,Yes,Yes,5,5,More career growth opportunities,No,2
1957,2023,3582,No,Yes,5,3,More training resources,Yes,5
1958,2018,3583,Yes,Yes,1,3,More team collaboration opportunities,Yes,5
1958,2019,3584,Yes,Yes,4,5,More career growth opportunities,No,5
1959,2022,3585,No,Yes,3,5,Better communication from management,No,4
1959,2023,3586,No,No,1,1,More training resources,Yes,1
1960,2020,3587,No,No,5,3,More team collaboration opportunities,Yes,4
1960,2021,3588,Yes,Yes,2,2,More career growth opportunities,No,1
1960,2022,3589,Yes,No,1,1,Better communication from management,No,1
1960,2023,3590,No,No,1,4,More training resources,No,4
1961,2020,3591,No,No,4,5,Better communication from management,Yes,5
1961,2021,3592,Yes,No,5,3,More career growth opportunities,Yes,3
1961,2022,3593,Yes,Yes,1,2,More team collaboration opportunities,No,2
1961,2023,3594,Yes,Yes,2,5,Better communication from management,No,5
1962,2020,3595,Yes,Yes,1,3,Better communication from management,No,1
1962,2021,3596,Yes,No,5,4,Better communication from management,No,3
1962,2022,3597,Yes,No,2,2,More training resources,No,1
1962,2023,3598,Yes,No,5,4,Improved work-life balance,Yes,1
1963,2020,3599,No,No,1,5,More team collaboration opportunities,Yes,2
1963,2021,3600,No,No,3,3,More team collaboration opportunities,Yes,1
1963,2022,3601,Yes,Yes,4,2,More training resources,Yes,2
1963,2023,3602,Yes,Yes,2,1,Better communication from management,No,1
1964,2019,3603,Yes,Yes,2,4,More career growth opportunities,No,2
1964,2020,3604,Yes,Yes,3,3,More training resources,Yes,3
1964,2021,3605,Yes,No,3,1,More training resources,Yes,2
1964,2022,3606,Yes,Yes,4,2,Better communication from management,No,4
1964,2023,3607,Yes,Yes,5,2,More training resources,No,4
1965,2019,3608,Yes,Yes,2,4,More career growth opportunities,Yes,1
1965,2020,3609,No,No,5,4,Better communication from management,Yes,4
1966,2022,3610,No,No,4,5,More career growth opportunities,No,4
1966,2023,3611,No,No,2,4,More team collaboration opportunities,No,4
1967,2019,3612,No,No,2,5,Improved work-life balance,Yes,3
1967,2020,3613,No,No,1,1,More career growth opportunities,Yes,4
1967,2021,3614,Yes,No,5,1,Improved work-life balance,No,3
1967,2022,3615,Yes,No,4,1,More career growth opportunities,Yes,2
1967,2023,3616,Yes,No,1,4,More team collaboration opportunities,No,5
1968,2018,3617,No,No,2,5,Improved work-life balance,No,5
1968,2019,3618,No,No,5,4,Improved work-life balance,Yes,3
1968,2020,3619,Yes,Yes,3,3,More training resources,Yes,1
1968,2021,3620,No,No,4,4,More training resources,Yes,4
1968,2022,3621,Yes,No,2,3,Improved work-life balance,Yes,2
1968,2023,3622,Yes,Yes,1,4,Better communication from management,Yes,3
1969,2019,3623,No,No,5,1,Improved work-life balance,Yes,3
1969,2020,3624,No,Yes,4,2,Improved work-life balance,Yes,5
1969,2021,3625,Yes,Yes,3,1,Improved work-life balance,No,2
1969,2022,3626,Yes,Yes,5,1,More career growth opportunities,No,2
1969,2023,3627,Yes,Yes,5,4,More training resources,No,1
1970,2020,3628,No,No,1,5,More career growth opportunities,Yes,4
1970,2021,3629,No,Yes,3,2,Better communication from management,Yes,3
1970,2022,3630,No,Yes,3,3,More training resources,Yes,3
1970,2023,3631,Yes,Yes,1,4,More career growth opportunities,Yes,1
1971,2019,3632,Yes,No,3,1,More training resources,Yes,5
1971,2020,3633,No,No,3,4,More training resources,Yes,2
1971,2021,3634,Yes,Yes,3,1,More training resources,No,2
1971,2022,3635,Yes,No,5,2,More career growth opportunities,Yes,3
1971,2023,3636,No,No,3,5,More training resources,Yes,5
1972,2021,3637,No,Yes,2,1,Better communication from management,No,4
1972,2022,3638,No,Yes,2,3,More training resources,No,4
1972,2023,3639,Yes,Yes,4,2,More team collaboration opportunities,Yes,3
1973,2021,3640,Yes,No,1,4,More training resources,No,4
1973,2022,3641,Yes,Yes,5,2,More team collaboration opportunities,No,3
1973,2023,3642,Yes,Yes,4,5,Better communication from management,No,3
1974,2018,3643,Yes,No,4,4,Better communication from management,Yes,3
1974,2019,3644,Yes,Yes,1,1,More training resources,No,1
1974,2020,3645,Yes,Yes,4,2,More career growth opportunities,Yes,1
1974,2021,3646,Yes,No,4,4,Better communication from management,No,4
1974,2022,3647,No,Yes,5,4,More career growth opportunities,No,4
1974,2023,3648,Yes,No,4,2,More team collaboration opportunities,Yes,3
1975,2021,3649,No,Yes,4,4,More team collaboration opportunities,No,5
1975,2022,3650,No,No,3,5,More training resources,Yes,5
1975,2023,3651,No,Yes,2,3,Improved work-life balance,No,3
1976,2018,3652,Yes,No,1,2,More training resources,Yes,4
1976,2019,3653,No,No,3,5,More team collaboration opportunities,No,4
1976,2020,3654,Yes,Yes,3,4,Better communication from management,Yes,5
1976,2021,3655,Yes,Yes,1,3,Better communication from management,Yes,3
1976,2022,3656,Yes,No,1,5,More team collaboration opportunities,Yes,3
1976,2023,3657,Yes,No,3,2,More training resources,No,2
1977,2022,3658,Yes,Yes,5,3,Better communication from management,No,3
1977,2023,3659,No,No,3,2,More career growth opportunities,Yes,1
1978,2022,3660,No,Yes,5,3,More training resources,Yes,5
1978,2023,3661,Yes,No,2,4,More career growth opportunities,Yes,1
1979,2019,3662,Yes,No,3,2,Better communication from management,No,5
1979,2020,3663,No,No,1,2,Improved work-life balance,No,5
1979,2021,3664,No,Yes,4,2,More career growth opportunities,Yes,5
1979,2022,3665,Yes,No,1,2,More training resources,No,2
1979,2023,3666,Yes,Yes,5,2,More career growth opportunities,Yes,1
1980,2020,3667,Yes,No,4,3,Better communication from management,Yes,1
1980,2021,3668,Yes,Yes,5,4,More career growth opportunities,No,5
1980,2022,3669,No,Yes,4,3,Improved work-life balance,No,3
1980,2023,3670,Yes,No,1,1,More training resources,No,4
1981,2018,3671,No,No,1,2,More team collaboration opportunities,No,4
1981,2019,3672,No,Yes,2,3,Better communication from management,No,5
1981,2020,3673,No,No,2,4,Improved work-life balance,No,4
1981,2021,3674,No,Yes,1,1,More training resources,No,4
1981,2022,3675,No,No,2,2,More training resources,Yes,3
1981,2023,3676,Yes,No,1,1,Better communication from management,Yes,4
1982,2019,3677,No,No,5,2,Improved work-life balance,No,4
1982,2020,3678,Yes,Yes,1,3,More training resources,Yes,2
1982,2021,3679,No,No,2,4,Improved work-life balance,No,4
1982,2022,3680,No,No,1,3,Improved work-life balance,No,4
1982,2023,3681,Yes,Yes,4,2,More training resources,Yes,1
1983,2019,3682,Yes,No,4,4,Improved work-life balance,Yes,4
1983,2020,3683,No,Yes,4,5,More training resources,Yes,1
1983,2021,3684,Yes,No,5,5,More training resources,Yes,4
1983,2022,3685,Yes,No,2,1,More training resources,Yes,1
1983,2023,3686,Yes,No,4,5,Improved work-life balance,No,2
1984,2019,3687,Yes,Yes,3,5,More team collaboration opportunities,Yes,2
1984,2020,3688,Yes,No,1,2,Improved work-life balance,Yes,1
1984,2021,3689,Yes,Yes,1,5,More career growth opportunities,No,4
1984,2022,3690,No,Yes,2,2,More team collaboration opportunities,No,2
1984,2023,3691,Yes,No,1,1,More team collaboration opportunities,No,5
1985,2018,3692,Yes,No,2,1,Improved work-life balance,Yes,2
1985,2019,3693,No,Yes,2,1,Better communication from management,No,4
1985,2020,3694,No,Yes,4,3,More training resources,No,4
1985,2021,3695,Yes,No,2,2,More team collaboration opportunities,Yes,3
1985,2022,3696,No,Yes,1,3,Better communication from management,No,4
1985,2023,3697,No,No,3,1,More career growth opportunities,No,1
1986,2021,3698,No,Yes,3,4,More training resources,Yes,3
1986,2022,3699,Yes,No,3,1,More training resources,No,4
1986,2023,3700,No,No,3,2,Better communication from management,No,2
1988,2019,3701,No,No,5,2,More training resources,No,3
1988,2020,3702,Yes,No,2,5,Improved work-life balance,Yes,5
1988,2021,3703,Yes,No,4,1,Improved work-life balance,No,5
1988,2022,3704,No,No,1,4,More career growth opportunities,Yes,2
1988,2023,3705,Yes,No,3,5,More team collaboration opportunities,No,3
1989,2018,3706,No,No,2,1,More career growth opportunities,No,3
1989,2019,3707,No,No,5,4,More training resources,No,3
1989,2020,3708,No,Yes,1,5,More team collaboration opportunities,Yes,4
1989,2021,3709,No,No,4,1,More training resources,No,2
1989,2022,3710,No,Yes,3,1,Improved work-life balance,Yes,4
1990,2019,3711,No,Yes,5,2,Improved work-life balance,Yes,1
1990,2020,3712,No,Yes,2,4,Improved work-life balance,No,4
1990,2021,3713,No,No,3,3,More career growth opportunities,Yes,5
1990,2022,3714,Yes,No,2,3,Improved work-life balance,Yes,2
1990,2023,3715,Yes,No,5,5,Improved work-life balance,No,2
1991,2018,3716,Yes,No,2,3,Better communication from management,Yes,1
1991,2019,3717,Yes,Yes,3,2,More training resources,Yes,4
1991,2020,3718,Yes,Yes,5,2,More training resources,Yes,5
1991,2021,3719,Yes,Yes,1,1,More team collaboration opportunities,No,3
1991,2022,3720,No,Yes,1,4,Improved work-life balance,Yes,4
1991,2023,3721,No,No,1,2,More team collaboration opportunities,Yes,3
1992,2021,3722,No,Yes,4,2,Better communication from management,Yes,1
1992,2022,3723,Yes,Yes,5,1,Better communication from management,No,4
1992,2023,3724,No,Yes,2,3,More training resources,No,5
1993,2019,3725,No,Yes,1,5,Better communication from management,No,2
1993,2020,3726,No,No,1,2,More training resources,No,4
1993,2021,3727,Yes,Yes,1,5,Better communication from management,No,2
1993,2022,3728,No,Yes,3,4,Better communication from management,Yes,4
1993,2023,3729,Yes,No,2,3,Better communication from management,No,4
1994,2018,3730,No,No,5,1,More team collaboration opportunities,Yes,2
1994,2019,3731,No,Yes,2,5,Improved work-life balance,Yes,2
1994,2020,3732,No,No,3,2,More career growth opportunities,No,1
1994,2021,3733,Yes,No,5,3,More training resources,Yes,1
1994,2022,3734,No,Yes,3,5,More career growth opportunities,No,4
1994,2023,3735,Yes,No,2,2,More training resources,Yes,4
1995,2019,3736,No,No,5,5,More training resources,No,1
1995,2020,3737,No,No,2,3,More career growth opportunities,Yes,4
1995,2021,3738,No,Yes,5,5,More career growth opportunities,No,1
1995,2022,3739,No,Yes,4,4,More career growth opportunities,No,5
1995,2023,3740,No,Yes,2,4,More training resources,Yes,4
1996,2022,3741,Yes,No,5,1,Improved work-life balance,Yes,2
1996,2023,3742,No,No,3,4,More career growth opportunities,Yes,2
1997,2020,3743,No,Yes,3,1,More career growth opportunities,No,2
1997,2021,3744,No,Yes,3,3,More training resources,No,4
1997,2022,3745,Yes,No,1,3,Better communication from management,No,2
1997,2023,3746,Yes,Yes,4,4,More training resources,No,2
1998,2019,3747,Yes,Yes,3,4,Better communication from management,Yes,1
1998,2020,3748,Yes,No,1,5,More training resources,Yes,2
1998,2021,3749,Yes,Yes,5,3,More training resources,Yes,4
1998,2022,3750,Yes,Yes,1,5,More training resources,No,3
1998,2023,3751,Yes,No,3,4,More career growth opportunities,No,1
1999,2021,3752,Yes,No,5,5,Improved work-life balance,No,4
1999,2022,3753,Yes,No,4,4,More training resources,Yes,4
1999,2023,3754,Yes,No,2,4,Better communication from management,No,1
2000,2021,3755,Yes,No,4,5,More team collaboration opportunities,Yes,3
2000,2022,3756,No,No,1,4,Improved work-life balance,No,2
2000,2023,3757,Yes,Yes,2,1,More career growth opportunities,Yes,3
2001,2018,3758,Yes,Yes,3,3,More training resources,No,5
2001,2019,3759,No,Yes,3,3,Better communication from management,Yes,5
2001,2020,3760,No,Yes,1,5,More team collaboration opportunities,No,5
2001,2021,3761,No,No,1,4,More career growth opportunities,No,1
2001,2022,3762,Yes,Yes,5,4,Improved work-life balance,No,3
2001,2023,3763,No,No,4,2,Improved work-life balance,No,3
2002,2021,3764,Yes,Yes,1,1,Better communication from management,Yes,4
2002,2022,3765,No,Yes,5,5,More team collaboration opportunities,No,3
2002,2023,3766,No,Yes,1,4,More training resources,Yes,4
2003,2019,3767,No,Yes,2,1,Better communication from management,No,4
2003,2020,3768,Yes,No,5,2,More team collaboration opportunities,Yes,3
2003,2021,3769,Yes,Yes,5,1,More team collaboration opportunities,Yes,5
2003,2022,3770,No,No,4,2,More career growth opportunities,No,2
2003,2023,3771,Yes,Yes,1,5,Improved work-life balance,Yes,2
2004,2022,3772,Yes,No,1,1,Improved work-life balance,No,1
2004,2023,3773,Yes,No,4,1,More career growth opportunities,No,3
2005,2022,3774,No,No,3,1,More team collaboration opportunities,No,3
2005,2023,3775,No,No,3,2,More career growth opportunities,No,1
2006,2021,3776,No,No,3,2,More training resources,Yes,2
2006,2022,3777,No,Yes,2,5,More career growth opportunities,Yes,4
2006,2023,3778,No,No,5,3,Better communication from management,No,4
2007,2019,3779,Yes,No,3,3,Better communication from management,No,4
2007,2020,3780,No,Yes,2,5,More career growth opportunities,No,1
2007,2021,3781,No,Yes,1,4,Improved work-life balance,Yes,2
2007,2022,3782,No,No,2,5,Better communication from management,Yes,1
2007,2023,3783,Yes,Yes,5,2,More training resources,No,5
2008,2020,3784,Yes,Yes,2,1,Better communication from management,Yes,4
2008,2021,3785,Yes,No,1,5,More career growth opportunities,No,4
2008,2022,3786,Yes,Yes,3,3,Better communication from management,No,5
2008,2023,3787,Yes,No,3,3,Improved work-life balance,No,3
2009,2021,3788,Yes,No,1,2,Improved work-life balance,Yes,2
2009,2022,3789,No,No,1,5,More training resources,Yes,2
2009,2023,3790,Yes,Yes,2,4,Better communication from management,No,3
2010,2021,3791,Yes,Yes,5,1,More career growth opportunities,Yes,3
2010,2022,3792,No,Yes,2,5,Improved work-life balance,Yes,1
2010,2023,3793,Yes,No,3,2,Improved work-life balance,Yes,5
2011,2018,3794,Yes,Yes,3,5,More team collaboration opportunities,Yes,2
2011,2019,3795,No,No,5,4,More training resources,No,3
2011,2020,3796,No,No,2,1,More team collaboration opportunities,No,5
2011,2021,3797,No,Yes,4,1,Better communication from management,No,5
2011,2022,3798,No,No,2,3,More career growth opportunities,Yes,3
2011,2023,3799,Yes,Yes,2,4,More team collaboration opportunities,No,2
2012,2018,3800,No,Yes,4,2,Better communication from management,No,3
2012,2019,3801,Yes,No,1,4,More career growth opportunities,No,2
2012,2020,3802,Yes,Yes,4,2,More team collaboration opportunities,No,4
2012,2021,3803,Yes,Yes,2,4,More team collaboration opportunities,Yes,4
2012,2022,3804,No,No,3,3,More training resources,No,2
2012,2023,3805,Yes,No,4,1,Improved work-life balance,Yes,4
2013,2020,3806,No,Yes,2,2,More training resources,Yes,2
2013,2021,3807,No,Yes,5,1,Better communication from management,No,2
2013,2022,3808,No,No,1,5,Better communication from management,No,5
2013,2023,3809,No,No,1,2,More team collaboration opportunities,No,5
2014,2018,3810,Yes,Yes,4,1,More career growth opportunities,No,4
2014,2019,3811,No,No,4,2,Improved work-life balance,No,5
2014,2020,3812,No,No,5,1,More career growth opportunities,No,2
2014,2021,3813,No,No,4,4,More career growth opportunities,No,4
2014,2022,3814,No,No,3,4,Improved work-life balance,No,4
2014,2023,3815,No,Yes,5,5,Improved work-life balance,Yes,2
2015,2019,3816,Yes,No,3,4,More career growth opportunities,Yes,4
2015,2020,3817,Yes,No,3,3,More training resources,Yes,4
2015,2021,3818,Yes,Yes,5,4,Improved work-life balance,Yes,4
2015,2022,3819,Yes,Yes,5,3,Improved work-life balance,No,1
2015,2023,3820,No,No,5,4,Improved work-life balance,No,1
2017,2018,3821,Yes,No,1,3,Improved work-life balance,Yes,3
2017,2019,3822,No,Yes,1,4,More team collaboration opportunities,No,1
2017,2020,3823,Yes,Yes,4,3,More team collaboration opportunities,Yes,1
2017,2021,3824,No,No,2,1,Improved work-life balance,Yes,1
2017,2022,3825,Yes,No,2,5,More career growth opportunities,No,3
2017,2023,3826,No,Yes,5,1,More team collaboration opportunities,No,4
2018,2022,3827,Yes,Yes,5,1,Improved work-life balance,No,1
2018,2023,3828,Yes,No,4,2,More training resources,Yes,5
2019,2020,3829,No,No,5,4,More team collaboration opportunities,No,1
2019,2021,3830,Yes,No,5,2,More career growth opportunities,No,2
2019,2022,3831,No,No,2,4,More team collaboration opportunities,Yes,2
2019,2023,3832,Yes,No,3,1,More training resources,No,5
2020,2020,3833,No,No,2,5,More career growth opportunities,Yes,3
2020,2021,3834,Yes,Yes,1,5,More career growth opportunities,No,3
2020,2022,3835,Yes,No,5,4,More training resources,No,2
2020,2023,3836,Yes,Yes,3,4,More training resources,Yes,4
2021,2019,3837,Yes,Yes,1,2,More team collaboration opportunities,No,2
2021,2020,3838,No,Yes,5,4,Improved work-life balance,Yes,1
2021,2021,3839,Yes,No,2,2,More career growth opportunities,Yes,2
2021,2022,3840,No,Yes,3,5,Better communication from management,No,4
2021,2023,3841,Yes,Yes,4,5,More training resources,No,2
2022,2020,3842,Yes,Yes,2,2,Better communication from management,No,5
2022,2021,3843,Yes,Yes,3,3,Better communication from management,Yes,5
2022,2022,3844,No,No,1,3,More career growth opportunities,Yes,2
2022,2023,3845,No,Yes,1,5,More training resources,No,3
2023,2019,3846,Yes,Yes,3,4,Better communication from management,No,4
2023,2020,3847,Yes,Yes,4,3,More career growth opportunities,Yes,5
2023,2021,3848,No,No,1,2,Better communication from management,No,3
2023,2022,3849,Yes,No,3,1,Improved work-life balance,No,2
2023,2023,3850,No,Yes,4,5,More training resources,No,2
2024,2020,3851,No,No,5,5,Better communication from management,No,3
2024,2021,3852,No,No,1,3,More team collaboration opportunities,No,4
2024,2022,3853,No,Yes,1,1,More training resources,No,2
2024,2023,3854,No,Yes,1,5,More training resources,No,5
2025,2020,3855,Yes,Yes,2,1,Improved work-life balance,No,3
2025,2021,3856,No,Yes,2,2,Better communication from management,Yes,2
2025,2022,3857,No,Yes,2,2,Improved work-life balance,Yes,2
2025,2023,3858,Yes,No,5,4,More career growth opportunities,No,2
2026,2022,3859,Yes,Yes,2,4,Better communication from management,Yes,3
2026,2023,3860,No,Yes,4,3,More training resources,Yes,4
2027,2019,3861,No,No,1,4,Improved work-life balance,Yes,1
2027,2020,3862,No,No,1,4,Better communication from management,No,2
2027,2021,3863,Yes,Yes,2,3,Improved work-life balance,No,4
2027,2022,3864,No,No,2,5,More career growth opportunities,Yes,5
2027,2023,3865,Yes,No,4,1,More team collaboration opportunities,No,4
2028,2020,3866,Yes,No,3,1,More career growth opportunities,Yes,4
2028,2021,3867,No,No,5,1,Better communication from management,No,1
2028,2022,3868,Yes,No,4,5,More career growth opportunities,Yes,4
2028,2023,3869,No,No,4,1,More training resources,No,1
2029,2021,3870,No,Yes,2,5,More career growth opportunities,Yes,3
2030,2021,3871,Yes,No,2,1,More team collaboration opportunities,Yes,1
2030,2022,3872,Yes,No,2,3,Improved work-life balance,Yes,2
2030,2023,3873,No,No,4,3,More career growth opportunities,Yes,1
2031,2018,3874,Yes,No,2,5,More team collaboration opportunities,Yes,5
2031,2019,3875,Yes,No,4,5,Better communication from management,Yes,4
2031,2020,3876,Yes,No,4,1,More career growth opportunities,Yes,1
2031,2021,3877,No,Yes,2,1,Improved work-life balance,Yes,2
2031,2022,3878,No,No,1,3,More training resources,Yes,3
2031,2023,3879,No,No,4,3,More training resources,No,2
2032,2020,3880,Yes,No,5,3,More team collaboration opportunities,Yes,5
2032,2021,3881,Yes,Yes,2,1,Improved work-life balance,No,4
2032,2022,3882,No,Yes,2,1,More career growth opportunities,No,1
2032,2023,3883,Yes,No,2,4,More career growth opportunities,No,4
2033,2022,3884,Yes,Yes,1,5,More training resources,Yes,4
2033,2023,3885,Yes,Yes,1,1,More team collaboration opportunities,Yes,4
2034,2019,3886,No,No,3,3,More career growth opportunities,Yes,1
2034,2020,3887,Yes,No,1,3,More training resources,Yes,5
2035,2020,3888,No,No,5,2,More career growth opportunities,Yes,1
2035,2021,3889,No,Yes,4,4,Better communication from management,Yes,2
2035,2022,3890,Yes,Yes,3,5,More career growth opportunities,Yes,5
2035,2023,3891,No,Yes,1,3,Better communication from management,Yes,3
2036,2018,3892,Yes,No,4,5,More training resources,Yes,2
2036,2019,3893,No,No,3,4,More training resources,No,3
2036,2020,3894,Yes,No,4,5,More team collaboration opportunities,No,3
2036,2021,3895,No,No,1,5,More training resources,No,3
2036,2022,3896,Yes,Yes,3,2,More career growth opportunities,No,1
2036,2023,3897,No,No,2,2,More team collaboration opportunities,No,5
2037,2021,3898,Yes,Yes,4,5,Improved work-life balance,No,4
2037,2022,3899,Yes,Yes,4,5,More training resources,No,2
2037,2023,3900,No,Yes,3,3,More career growth opportunities,Yes,5
2038,2022,3901,No,No,4,1,More team collaboration opportunities,No,4
2038,2023,3902,Yes,Yes,4,4,Better communication from management,No,5
2039,2019,3903,Yes,Yes,2,1,Better communication from management,Yes,4
2039,2020,3904,Yes,No,5,4,More career growth opportunities,No,3
2039,2021,3905,Yes,Yes,2,3,Improved work-life balance,Yes,5
2039,2022,3906,Yes,No,5,3,Better communication from management,No,2
2039,2023,3907,Yes,Yes,4,2,More training resources,Yes,2
2040,2020,3908,No,No,4,3,Better communication from management,Yes,1
2040,2021,3909,Yes,Yes,3,4,More training resources,No,2
2040,2022,3910,No,Yes,2,4,Better communication from management,Yes,2
2040,2023,3911,Yes,Yes,1,2,Better communication from management,Yes,4
2041,2021,3912,Yes,No,4,4,Improved work-life balance,Yes,3
2041,2022,3913,No,Yes,5,2,More career growth opportunities,No,3
2041,2023,3914,Yes,No,5,4,More team collaboration opportunities,No,5
2042,2020,3915,Yes,Yes,5,1,Better communication from management,No,2
2042,2021,3916,No,Yes,5,5,More team collaboration opportunities,Yes,1
2042,2022,3917,No,Yes,5,4,Improved work-life balance,Yes,3
2042,2023,3918,Yes,Yes,5,5,Improved work-life balance,Yes,3
2044,2018,3919,No,Yes,5,1,Improved work-life balance,Yes,5
2044,2019,3920,Yes,Yes,4,3,Better communication from management,Yes,3
2044,2020,3921,No,Yes,5,5,More career growth opportunities,Yes,5
2044,2021,3922,Yes,Yes,1,5,Improved work-life balance,Yes,3
2044,2022,3923,Yes,No,4,1,Improved work-life balance,Yes,5
2044,2023,3924,Yes,Yes,3,4,Better communication from management,Yes,1
2045,2018,3925,Yes,Yes,4,3,Improved work-life balance,Yes,5
2045,2019,3926,No,No,3,1,More career growth opportunities,No,3
2045,2020,3927,No,Yes,3,3,Better communication from management,Yes,4
2045,2021,3928,No,No,4,4,Better communication from management,Yes,5
2045,2022,3929,No,No,4,1,Better communication from management,No,2
2045,2023,3930,No,Yes,2,1,More career growth opportunities,Yes,4
2046,2019,3931,No,Yes,3,2,Better communication from management,No,4
2046,2020,3932,No,Yes,3,2,Better communication from management,No,1
2046,2021,3933,Yes,Yes,5,3,More training resources,No,1
2046,2022,3934,Yes,Yes,3,5,More team collaboration opportunities,No,3
2046,2023,3935,Yes,Yes,1,5,More training resources,No,1
2047,2022,3936,Yes,Yes,2,2,Improved work-life balance,No,5
2047,2023,3937,No,No,3,5,More career growth opportunities,No,4
2048,2022,3938,No,Yes,5,1,More team collaboration opportunities,Yes,2
2048,2023,3939,Yes,Yes,4,4,More team collaboration opportunities,No,2
