Employee ID,Performance Review Year,Performance Rating,Projects Handled,Project Target,Working Hours,Overtime,Team Size,Potential Rating,Satisfaction Score,Incentive Amount ($),Bonus ($)
2064,2022,1,12,15,1696,25,4,Low,4,621.11,1072.98
2064,2023,1,10,10,2257,148,15,High,4,798.94,1000.0
2065,2022,2,10,15,2150,121,18,Moderate,2,1214.88,1886.09
2065,2023,2,10,11,1879,273,9,Low,5,1226.93,1985.67
2066,2022,1,10,11,2251,15,16,Low,4,731.56,941.93
2066,2023,4,12,14,2127,168,6,Moderate,5,3148.51,4618.25
2067,2018,1,10,13,2088,78,5,Low,5,593.68,969.01
2067,2019,4,11,14,2213,223,13,High,5,2870.62,4330.42
2067,2020,1,11,11,2158,245,1,Low,2,582.21,1034.64
2067,2021,4,10,14,2179,297,19,Moderate,4,2807.65,3789.74
2067,2022,4,11,11,1840,51,6,Low,5,3320.58,4120.89
2067,2023,1,10,10,2144,257,15,High,1,766.79,1000.0
2068,2022,3,11,13,1890,56,4,Moderate,5,2103.44,2952.69
2068,2023,2,10,15,2038,176,3,High,5,1236.23,1710.74
2069,2018,1,10,11,1397,48,6,Low,2,886.86,916.52
2069,2019,1,10,15,2064,133,10,Moderate,5,611.1,904.46
2069,2020,4,10,10,1587,16,7,Low,3,2000.22,4000.0
2069,2021,3,10,15,1894,220,15,Moderate,4,1911.81,2817.31
2069,2022,2,10,15,1574,111,4,High,3,1076.22,1875.62
2069,2023,4,11,11,1844,145,2,Low,4,3743.74,4311.4
2070,2020,1,11,11,1805,241,20,High,3,808.28,1016.71
2070,2021,1,11,14,1919,31,14,Low,1,654.71,866.03
2070,2022,1,10,13,1514,100,7,Moderate,1,762.52,929.9
2070,2023,4,11,11,1854,25,19,Low,3,2850.13,4105.29
2071,2019,4,12,12,1659,280,16,Low,4,2675.88,4544.17
2071,2020,2,10,13,1668,150,17,High,4,1184.38,1758.01
2071,2021,2,11,14,1724,51,17,Low,3,1251.2,1935.52
2071,2022,4,11,12,1828,101,18,Low,4,2288.85,4139.92
2071,2023,4,11,12,2178,72,9,Moderate,5,2592.47,4353.62
2072,2020,2,11,14,1695,28,7,High,5,1210.21,1886.61
2072,2021,1,10,15,1930,33,9,Moderate,1,544.94,907.08
2072,2022,2,12,12,1817,28,20,Low,5,1488.41,2347.6
2072,2023,3,11,12,1823,237,11,High,5,1827.93,3295.48
2073,2018,1,12,13,2101,117,5,Low,3,872.86,1051.7
2073,2019,1,12,12,2154,259,14,Low,1,726.63,1198.26
2074,2020,4,11,14,1745,189,19,Low,4,3115.11,3387.21
2074,2021,2,11,11,1989,178,6,Moderate,5,1434.64,2125.21
2074,2022,2,10,11,2225,32,3,High,3,1494.83,1986.62
2074,2023,3,10,12,1867,198,16,Moderate,5,1669.06,2819.87
2075,2019,1,12,14,1983,215,7,Low,3,658.08,938.77
2075,2020,3,10,10,1726,153,13,High,2,2503.51,3000.0
2075,2021,1,10,11,1747,261,15,High,2,702.27,922.23
2075,2022,3,11,11,1652,231,20,High,3,2024.44,3225.26
2075,2023,1,11,15,1655,201,4,Low,1,635.68,762.67
2077,2022,3,11,14,2030,65,20,Low,3,2164.64,3251.47
2077,2023,3,10,10,1661,56,8,High,5,1602.19,3000.0
2078,2019,3,11,15,2153,148,3,High,3,2128.39,3105.43
2078,2020,1,11,12,1516,136,15,High,2,625.29,986.37
2078,2021,1,10,10,1870,152,18,High,3,642.41,1000.0
2078,2022,1,10,12,2057,112,9,Low,5,678.68,945.53
2078,2023,1,10,10,1768,101,7,High,5,830.47,1000.0
2079,2018,1,11,15,1568,200,11,High,2,622.8,876.12
2079,2019,1,10,13,1801,167,4,High,3,537.54,957.84
2079,2020,3,10,11,2341,236,17,Moderate,3,2447.7,2764.42
2079,2021,1,12,15,2046,265,8,Moderate,5,761.06,1151.93
2079,2022,2,10,12,1906,205,16,Moderate,3,1315.66,1978.64
2079,2023,2,11,14,1754,78,3,Moderate,5,1500.11,1947.04
2080,2019,4,11,12,2109,88,9,High,5,2204.86,4296.26
2080,2020,1,11,15,1961,84,8,High,2,675.46,896.11
2080,2021,4,10,14,2144,101,3,Moderate,5,2615.7,3152.27
2080,2022,1,10,15,2068,122,10,Low,4,642.97,960.32
2080,2023,3,12,14,2295,52,1,High,2,2504.07,2860.01
2081,2019,1,11,15,1666,168,4,High,2,693.1,751.72
2081,2020,2,12,15,1847,34,20,High,4,1598.37,2208.72
2081,2021,3,10,10,1860,260,15,High,4,2059.28,3000.0
2081,2022,3,11,13,1879,210,12,Moderate,5,1839.9,3152.74
2081,2023,1,10,14,1780,206,18,High,2,516.21,994.92
2082,2021,3,10,15,1900,212,17,High,3,1775.45,2682.7
2082,2022,1,10,14,2061,8,5,Moderate,5,713.56,736.95
2082,2023,1,10,15,1844,18,13,High,3,606.16,907.14
2084,2020,4,11,15,2133,63,19,Low,4,2280.57,3202.01
2084,2021,2,12,14,2046,198,16,High,5,1469.72,1753.95
2084,2022,1,11,12,2063,216,14,High,5,670.71,1043.6
2084,2023,3,11,12,1764,71,10,Moderate,4,2741.25,2752.35
2085,2022,5,11,11,2094,293,11,High,5,4334.63,5000.0
2085,2023,1,10,10,1655,258,16,Low,4,642.24,1000.0
2086,2018,1,10,15,1775,206,20,Moderate,5,612.7,938.44
2086,2019,2,10,13,1928,204,3,Low,5,1186.98,1843.45
2086,2020,1,10,14,2071,48,4,High,2,576.82,839.34
2086,2021,2,12,13,1853,31,15,Low,3,1611.24,1897.18
2086,2022,3,11,12,2166,169,10,Moderate,5,2063.43,2928.88
2086,2023,1,10,14,1935,162,17,Moderate,3,590.73,849.18
2087,2019,3,12,15,1844,227,9,High,3,1968.22,3414.35
2087,2020,3,11,11,2015,19,19,High,3,2770.75,3166.0
2087,2021,5,10,10,2168,47,19,Moderate,3,3131.47,5000.0
2087,2022,3,10,14,2012,272,18,High,4,1881.58,2943.52
2087,2023,1,10,10,2130,104,12,Moderate,1,716.81,1000.0
2088,2018,3,11,11,1884,201,12,High,3,1899.87,3135.38
2088,2019,3,11,15,1913,136,13,Moderate,3,1816.29,2886.51
2088,2020,4,10,13,2036,154,18,Low,5,2959.45,3488.59
2088,2021,3,10,14,1780,128,19,Moderate,2,1582.48,2647.92
2088,2022,2,10,11,2204,40,11,Moderate,3,1554.98,1844.67
2088,2023,1,11,15,1954,40,7,Low,1,598.94,1023.24
2089,2021,4,11,14,1633,282,17,High,5,2735.54,4330.28
2089,2022,4,10,12,1921,81,3,Low,4,2169.13,3898.03
2089,2023,5,11,13,2255,197,2,Moderate,5,3480.01,4886.49
2090,2020,2,10,13,1893,38,6,Low,3,1043.83,1844.51
2090,2021,2,10,10,1704,35,12,Low,4,1089.7,2000.0
2090,2022,4,12,13,1682,211,7,Moderate,5,3084.34,4225.54
2090,2023,1,10,11,1946,125,2,Moderate,1,602.8,973.12
2091,2021,3,10,13,2270,65,17,Moderate,5,1517.03,2335.31
2091,2022,1,11,12,2072,162,15,Low,2,681.78,1081.79
2091,2023,1,12,14,1706,153,9,Moderate,5,803.47,1078.41
2092,2021,3,12,12,2045,65,3,High,5,2582.43,3105.46
2092,2022,4,10,14,1782,78,17,Low,3,2687.38,3922.95
2092,2023,2,12,13,1631,282,6,Moderate,5,1825.42,2209.22
2093,2020,1,12,12,1933,275,11,Low,3,618.26,1077.83
2093,2021,4,10,14,1956,21,14,Low,5,2239.04,3912.53
2093,2022,1,12,14,2114,9,15,Low,2,848.25,1018.62
2093,2023,1,11,11,1810,37,16,High,1,785.46,1030.8
2094,2018,3,10,10,1867,211,17,Moderate,2,2451.93,3000.0
2094,2019,2,10,15,2041,240,13,Moderate,5,1121.7,1949.34
2094,2020,2,10,10,2084,180,20,High,2,1461.87,2000.0
2094,2021,4,11,14,1628,298,10,Low,5,2434.31,4335.09
2094,2022,4,11,12,2125,210,1,Low,5,3664.22,4313.92
2094,2023,2,10,11,2160,203,6,Low,4,1401.67,1950.56
2095,2020,3,12,14,1840,268,16,Low,3,1988.1,3225.62
2095,2021,3,10,13,1708,43,18,Moderate,3,2173.36,2599.95
2095,2022,3,11,11,2088,24,18,High,4,2797.72,3176.12
2095,2023,4,10,14,1719,89,14,Moderate,4,2626.74,3358.01
2096,2019,4,12,14,1858,289,10,Moderate,5,2767.44,4434.05
2096,2020,4,10,10,1872,222,16,High,3,2712.32,4000.0
2096,2021,1,10,14,2040,89,1,High,2,645.14,735.08
2096,2022,4,11,13,1918,121,12,Moderate,4,3128.86,4386.26
2096,2023,4,10,10,1944,99,11,Low,5,3809.98,4000.0
2097,2022,4,10,11,1630,288,19,Moderate,5,2792.34,3896.71
2097,2023,4,11,13,1837,133,14,Moderate,3,3209.11,4248.72
2098,2020,1,10,13,1925,262,3,Low,1,528.49,886.85
2098,2021,4,12,13,1849,275,9,Moderate,3,2602.23,4342.35
2098,2022,5,11,15,2081,262,13,Moderate,5,3502.11,4165.72
2098,2023,3,10,11,1766,119,2,Moderate,2,2240.68,2980.22
2099,2019,4,12,13,2033,99,17,High,5,2659.15,4637.97
2099,2020,4,10,11,1522,241,13,Low,3,2698.37,3639.18
2099,2021,4,12,15,1896,110,10,Low,3,2870.81,3777.26
2099,2022,3,10,10,1758,225,4,Moderate,4,2800.2,3000.0
2099,2023,1,10,10,2009,12,11,Moderate,2,740.92,1000.0
2100,2020,4,10,12,2232,177,16,Low,4,3316.8,3718.13
2100,2021,1,10,12,2059,187,1,Moderate,3,729.59,969.79
2100,2022,4,10,15,2113,178,8,Moderate,5,2243.32,3852.32
2100,2023,1,11,13,1632,261,12,Low,1,575.77,982.46
2101,2021,1,12,14,1710,250,18,High,1,736.7,1165.08
2102,2019,1,12,14,1679,102,20,Moderate,4,731.9,1083.52
2102,2020,1,11,12,1601,148,6,Moderate,5,552.53,1009.9
2102,2021,1,11,12,2233,290,2,Moderate,3,726.52,955.69
2102,2022,3,10,14,2037,167,17,High,5,1894.61,2676.14
2102,2023,1,11,11,1645,196,3,Low,2,859.16,1025.56
2103,2019,2,10,10,1848,271,9,High,5,1389.39,2000.0
2103,2020,3,10,13,1755,201,11,Moderate,5,1646.56,2457.23
2103,2021,2,10,15,2218,29,7,Low,5,1290.24,1975.34
2103,2022,4,10,10,1694,44,13,Moderate,5,2935.03,4000.0
2103,2023,4,11,11,1900,109,2,High,5,2545.54,4175.67
2104,2022,5,12,14,1796,203,11,Low,5,3217.24,4834.67
2104,2023,1,12,12,1774,208,19,High,2,908.37,1077.78
2105,2018,1,11,13,1941,70,2,Moderate,5,592.3,948.51
2105,2019,2,11,15,1637,257,18,High,5,1176.04,2023.92
2105,2020,1,10,13,2015,180,5,High,1,745.23,971.75
2105,2021,4,10,14,2209,38,18,Moderate,5,2827.31,3008.23
2105,2022,3,10,14,1876,127,10,Moderate,3,1699.37,2866.79
2105,2023,1,10,10,1843,104,10,Low,1,916.33,1000.0
2106,2021,2,10,11,2122,183,12,Moderate,4,1646.21,1968.94
2106,2022,2,12,12,1763,225,20,Low,5,1318.96,2157.47
2106,2023,1,12,15,1564,202,19,Low,4,622.18,1105.5
2107,2020,2,11,15,2293,291,20,Low,5,1277.83,2118.76
2107,2021,1,10,10,1832,206,19,Low,3,883.93,1000.0
2107,2022,1,10,10,1754,139,16,Low,4,713.15,1000.0
2107,2023,5,12,15,2042,177,3,Moderate,5,3727.18,4038.71
2108,2018,4,12,14,1699,297,11,High,5,2491.0,4108.57
2108,2019,1,12,14,1774,261,20,Low,4,833.71,1073.69
2108,2020,1,11,14,2166,140,14,Moderate,2,596.11,850.76
2109,2018,4,12,12,1963,4,13,High,5,3003.99,4284.01
2109,2019,1,12,12,2030,56,2,Low,3,928.27,1114.69
2109,2020,1,11,15,2136,274,1,Low,5,569.53,930.16
2109,2021,3,10,10,2024,39,14,High,4,1628.56,3000.0
2109,2022,4,11,11,1785,39,10,Low,5,3189.79,4286.46
2109,2023,1,12,13,1874,6,11,Low,5,789.27,961.79
2110,2021,4,10,14,2109,264,7,Low,5,2456.64,3934.9
2110,2022,1,12,13,1792,74,13,Low,1,667.85,1012.24
2110,2023,2,11,11,1977,291,1,Moderate,2,1293.07,2144.56
2111,2021,3,12,15,1812,101,8,Moderate,2,2360.97,2718.52
2111,2022,3,10,14,1467,80,9,High,4,1650.17,2208.07
2111,2023,3,10,12,1925,275,4,High,5,2499.36,2814.52
2112,2020,3,10,14,1829,30,2,Moderate,2,1930.04,2269.5
2112,2021,3,12,14,1872,57,9,Moderate,3,2338.22,2950.33
2112,2022,2,10,11,2217,190,18,Low,4,1073.52,1822.65
2112,2023,4,11,11,2104,220,14,High,4,2460.73,4023.24
2113,2021,5,10,10,1893,238,18,Low,4,3074.95,5000.0
2113,2022,3,11,11,1650,54,12,Moderate,4,2667.08,3203.17
2113,2023,3,11,14,1376,160,6,Low,4,1931.23,3031.52
2114,2021,1,11,13,2001,39,2,High,1,558.38,1049.19
2114,2022,5,10,13,2279,107,13,Moderate,4,3620.85,4594.95
2114,2023,2,11,12,2198,296,8,Low,2,1711.64,2035.33
2115,2022,1,10,14,1878,196,18,Moderate,3,637.51,943.88
2115,2023,1,10,15,2205,136,19,Low,4,544.9,754.87
2116,2019,4,11,11,2251,44,6,Moderate,5,3433.91,4135.11
2116,2020,2,10,12,1989,19,20,Low,5,1523.68,1676.81
2116,2021,4,12,14,1737,269,20,Low,3,2882.23,4549.47
2116,2022,3,10,11,1744,147,11,Moderate,5,1857.71,2736.53
2116,2023,1,10,13,1570,277,14,High,4,729.11,907.5
2117,2020,4,11,11,1949,30,2,High,5,3833.19,4081.02
2117,2021,1,10,12,2079,145,4,Moderate,5,555.36,939.73
2117,2022,3,10,10,2167,187,11,Moderate,5,2783.47,3000.0
2117,2023,2,10,10,2281,76,8,Moderate,4,1860.53,2000.0
2118,2021,1,12,15,1721,69,12,High,2,728.76,1051.08
2118,2022,2,10,15,1872,278,15,Moderate,4,1327.82,1631.21
2118,2023,1,11,12,1663,120,2,Moderate,3,742.42,992.71
2119,2019,4,10,11,1928,87,12,Moderate,3,2827.14,3908.1
2119,2020,1,11,13,2177,243,14,Low,3,831.17,957.49
2119,2021,4,12,12,2043,197,3,Low,5,2918.88,4205.95
2119,2022,1,10,10,1751,102,4,Moderate,4,528.1,1000.0
2119,2023,1,10,14,2259,42,16,High,3,564.53,997.44
2120,2019,4,11,12,1758,192,14,Low,5,2721.33,3951.12
2120,2020,2,10,15,2058,204,10,High,2,1137.54,1512.67
2121,2020,1,10,10,1591,151,11,Low,1,747.15,1000.0
2121,2021,4,12,14,2168,206,2,Low,4,2622.88,3626.46
2121,2022,4,12,13,1526,198,7,Moderate,3,2827.32,3925.82
2121,2023,2,10,10,2295,235,2,High,5,1939.65,2000.0
2122,2019,1,11,13,2089,118,4,Low,1,611.85,980.14
2122,2020,3,11,15,1678,230,16,High,3,1904.42,2923.38
2122,2021,3,11,11,1739,284,2,High,3,2545.06,3004.5
2122,2022,5,12,15,1978,117,8,Moderate,5,3611.54,4070.36
2122,2023,1,12,15,2092,280,20,Low,1,751.29,975.51
2123,2019,5,12,13,1838,93,16,Moderate,5,4210.96,4995.24
2123,2020,2,10,11,1769,103,8,Low,5,1472.57,1849.93
2123,2021,3,11,12,1825,261,8,High,5,2429.43,3275.57
2123,2022,1,10,10,1998,227,17,Low,1,647.02,1000.0
2123,2023,1,12,15,1718,267,11,Low,1,786.98,836.98
2124,2022,4,11,12,1676,107,17,Low,5,2571.49,4289.29
2124,2023,1,12,13,1949,46,15,Moderate,4,770.05,972.18
2125,2018,3,11,12,1920,87,15,Low,5,2214.45,2901.88
2125,2019,2,10,15,1852,54,19,High,4,1052.8,1795.56
2125,2020,5,12,15,2139,81,2,High,5,3608.31,4380.44
2125,2021,2,11,15,1696,140,18,High,5,1206.12,1790.74
2125,2022,1,11,11,1741,7,14,High,1,723.2,1092.16
2125,2023,1,11,14,2068,291,5,Low,3,643.22,1037.0
2126,2020,2,10,10,1844,133,11,Low,5,1150.44,2000.0
2126,2021,1,12,13,2028,163,5,High,4,839.32,1152.25
2126,2022,3,10,10,1573,92,2,Moderate,3,2922.0,3000.0
2126,2023,2,12,12,2275,178,2,High,5,1544.06,2038.07
2127,2019,3,10,11,2272,83,3,High,3,1999.56,2971.56
2127,2020,3,11,11,1854,89,1,Moderate,3,2195.58,3169.14
2127,2021,3,12,15,2277,97,20,Low,5,2319.33,2483.23
2127,2022,5,10,11,1935,38,19,Low,4,2581.58,4597.09
2127,2023,1,10,13,1701,295,11,High,1,742.33,804.9
2128,2022,1,12,12,1831,28,15,Moderate,2,813.89,1017.69
2128,2023,4,11,15,1743,296,6,Moderate,3,2930.42,3825.87
2129,2022,1,10,15,1605,230,15,Low,1,543.43,738.64
2129,2023,1,12,13,2005,161,11,Moderate,5,916.14,951.58
2130,2022,3,12,14,2091,171,9,Moderate,2,2507.78,3093.21
2130,2023,1,10,11,1894,231,6,Low,2,782.49,910.48
2131,2019,2,11,14,1776,181,3,Low,5,1168.05,2158.02
2131,2020,3,10,14,2105,107,15,Moderate,4,1646.38,2244.3
2131,2021,3,10,10,1876,136,20,Moderate,5,1618.11,3000.0
2131,2022,4,12,12,2068,237,12,Moderate,5,3459.09,4470.78
2131,2023,3,11,11,2050,194,3,Moderate,5,2008.65,3270.02
2132,2020,3,11,14,1949,123,12,Low,3,1888.16,3223.45
2132,2021,1,12,13,1746,90,19,High,2,856.75,1075.02
2132,2022,4,12,14,1965,165,19,Low,5,3096.69,3671.29
2132,2023,1,10,10,1710,14,17,Low,5,986.86,1000.0
2133,2021,2,10,11,1782,16,12,High,2,1707.79,1828.94
2133,2022,1,10,15,2159,83,15,Low,5,582.94,759.45
2133,2023,1,10,15,1812,107,9,Low,1,628.27,955.7
2134,2020,1,11,12,1389,27,7,Moderate,3,758.17,969.35
2134,2021,1,10,15,1952,241,12,Low,3,537.69,847.02
2134,2022,3,11,14,2196,81,13,Low,4,2248.88,3286.27
2134,2023,2,10,14,1615,203,13,Low,4,1313.87,1429.46
2135,2019,2,12,15,1781,5,4,Moderate,5,1299.35,2146.35
2135,2020,1,12,12,1661,115,17,High,2,940.59,1144.85
2135,2021,1,10,15,1728,35,20,Low,1,630.95,699.61
2135,2022,3,11,15,1875,258,10,Moderate,3,1667.42,2920.06
2135,2023,1,10,10,2247,245,10,Moderate,5,657.43,1000.0
2136,2021,2,12,15,1820,247,15,Low,3,1356.77,1914.15
2136,2022,1,10,10,2226,123,12,High,3,740.32,1000.0
2136,2023,5,12,15,2314,163,20,Moderate,3,3768.45,4144.94
2137,2020,2,10,12,1956,142,11,High,3,1006.21,1926.07
2137,2021,1,12,15,1926,99,17,Low,5,641.92,1093.49
2137,2022,3,10,11,2251,125,18,High,2,2682.89,2965.26
2137,2023,4,10,14,2034,293,8,Moderate,5,2823.6,3031.79
2138,2019,4,10,13,1788,56,2,Moderate,3,2867.51,3756.99
2138,2020,4,10,13,1427,13,15,High,5,2765.65,3557.41
2138,2021,4,11,12,1996,289,6,High,4,2478.5,4160.71
2138,2022,3,11,15,1812,290,7,Low,2,1691.52,2667.79
2139,2022,1,12,15,1881,261,2,Low,4,757.07,883.28
2139,2023,2,10,15,2142,254,3,Moderate,3,1151.47,1576.35
2140,2022,3,10,10,1794,74,12,High,5,1907.34,3000.0
2140,2023,3,10,10,1616,275,1,Moderate,5,1631.13,3000.0
2141,2020,3,11,13,1495,77,8,Low,3,2178.8,3070.51
2141,2021,3,12,13,2144,140,15,High,3,2099.85,3123.26
2142,2021,3,12,12,1760,171,4,Low,3,2659.59,3544.62
2142,2022,1,11,15,1581,162,6,Moderate,2,612.26,1013.66
2142,2023,1,11,14,1872,22,16,Moderate,1,688.01,1070.4
2143,2020,3,10,14,1855,88,14,Moderate,3,2004.83,2320.16
2143,2021,4,10,12,1979,55,20,Moderate,5,2183.99,3406.38
2143,2022,1,11,11,1797,112,16,Moderate,5,807.4,1085.06
2143,2023,3,10,10,2110,39,18,Moderate,5,2112.52,3000.0
2144,2021,3,10,15,1858,168,14,Moderate,5,1916.12,2572.79
2144,2022,1,10,10,2013,71,12,Moderate,2,781.94,1000.0
2144,2023,4,10,12,1981,79,5,Moderate,3,2511.6,3558.9
2145,2021,4,10,10,1740,199,14,High,5,2487.02,4000.0
2145,2022,3,10,10,1971,118,8,Moderate,5,1759.3,3000.0
2145,2023,1,11,11,1914,264,7,Moderate,4,989.51,1051.22
2146,2018,1,11,13,1761,24,20,Low,3,684.96,1097.0
2146,2019,1,11,13,2158,292,17,High,4,566.3,887.85
2146,2020,1,10,14,2052,37,18,Low,2,625.61,953.83
2146,2021,4,10,15,2260,163,8,Low,3,2421.79,2992.51
2146,2022,2,11,12,1766,166,7,High,5,1235.22,2157.24
2146,2023,4,11,13,1941,230,1,High,3,3361.12,3716.25
2147,2022,2,10,11,2192,162,10,Moderate,5,1163.46,1875.09
2147,2023,1,11,11,1999,285,2,High,5,911.78,1072.24
2148,2022,4,12,12,2010,105,7,Moderate,3,3471.31,4054.02
2148,2023,2,12,13,1908,15,12,Moderate,5,1310.61,2327.31
2149,2021,5,12,13,1780,117,9,Low,4,3730.7,4780.22
2149,2022,1,11,11,1578,224,18,Low,3,727.3,1015.98
2149,2023,3,10,10,1724,71,7,Low,5,1703.08,3000.0
2150,2018,2,10,13,2075,5,4,Low,5,1017.71,1872.72
2150,2019,4,10,11,1931,160,4,Low,5,3611.02,3647.07
2150,2020,2,12,12,1843,126,8,High,5,1912.18,2257.39
2150,2021,3,12,15,2078,188,1,Moderate,5,1811.27,2492.14
2150,2022,2,12,13,2051,268,7,Low,2,1823.8,2239.28
2150,2023,1,10,12,1981,127,9,Moderate,3,620.5,975.33
2151,2021,2,10,11,1748,124,3,High,5,1137.16,1968.45
2151,2022,5,12,12,2267,247,13,Low,5,4580.22,5000.0
2151,2023,2,11,14,1844,207,16,Low,3,1337.5,1660.14
2152,2022,3,10,15,1734,37,2,High,2,1633.17,2137.33
2152,2023,4,12,13,2048,196,17,High,5,3632.84,4694.89
2153,2018,1,11,13,1661,223,17,High,4,568.53,979.49
2153,2019,1,10,10,1714,90,6,Low,1,607.94,1000.0
2153,2020,3,10,13,2035,129,3,High,3,1546.69,2969.94
2153,2021,2,10,13,1961,263,19,Low,5,1470.93,1689.2
2153,2022,1,10,15,1907,22,9,Low,5,513.52,972.9
2153,2023,5,12,13,2122,6,3,Low,5,3280.77,4656.47
2154,2019,2,10,10,1524,8,15,Moderate,5,1723.78,2000.0
2154,2020,2,11,13,1783,3,18,Moderate,4,1627.42,2011.24
2154,2021,1,10,12,1836,103,1,Low,3,643.28,980.06
2154,2022,3,11,12,1763,164,15,Moderate,3,2745.06,3090.01
2154,2023,2,10,15,1568,180,20,Moderate,2,1261.56,1948.53
2155,2020,4,10,14,2059,230,19,Moderate,5,2443.75,3609.61
2155,2021,1,12,15,2187,50,1,Low,3,796.53,889.58
2155,2022,1,10,10,1672,74,15,Low,3,685.06,1000.0
2155,2023,5,12,15,1971,227,16,High,5,3781.49,4031.31
2156,2019,4,12,12,2062,27,5,High,3,2447.37,4527.33
2156,2020,5,10,11,1893,186,14,High,3,3817.9,4891.53
2156,2021,2,10,10,2111,64,20,Moderate,5,1111.16,2000.0
2156,2022,1,10,15,1745,97,10,High,3,532.98,929.37
2156,2023,4,12,13,1645,26,10,Moderate,5,3570.04,3801.46
2157,2022,3,12,14,1842,67,2,Low,5,2487.57,3537.11
2157,2023,2,10,14,1708,274,11,Low,4,1152.75,1977.22
2158,2021,1,10,12,1951,185,8,Moderate,2,617.72,867.83
2158,2022,1,12,15,1610,109,16,High,1,762.81,884.53
2158,2023,1,12,13,1741,251,11,High,1,857.32,1046.3
2159,2020,2,12,13,2161,0,3,Low,4,1608.29,2279.47
2160,2021,4,12,14,2223,170,16,Low,5,3221.24,3609.89
2160,2022,2,12,13,2077,124,12,High,3,1637.66,1997.69
2160,2023,1,11,15,1795,29,5,High,2,690.97,1080.58
2161,2018,2,12,12,1708,6,3,Low,4,1259.59,2073.11
2161,2019,3,11,11,1927,1,6,Moderate,2,1846.11,3045.3
2161,2020,1,11,11,2087,54,7,High,5,961.17,1031.81
2161,2021,5,10,10,2153,34,13,High,3,4816.72,5000.0
2161,2022,3,10,12,2277,68,15,Low,2,2312.8,2877.01
2161,2023,4,11,11,1607,144,20,Moderate,5,2218.48,4218.69
2162,2019,1,10,14,2294,64,13,Low,5,593.29,846.81
2162,2020,1,10,14,1901,181,3,High,1,546.61,965.69
2162,2021,3,10,10,1888,213,4,Moderate,4,1923.31,3000.0
2162,2022,1,12,12,1566,25,20,Low,5,961.65,1078.12
2162,2023,1,12,14,1961,123,1,Low,3,720.7,1077.17
2163,2019,1,11,11,1533,131,2,Low,3,889.32,1079.5
2163,2020,1,10,10,1763,194,5,Low,1,717.55,1000.0
2163,2021,2,10,14,1692,255,11,High,5,1283.71,1429.42
2163,2022,1,10,10,1797,299,3,Moderate,2,762.33,1000.0
2163,2023,4,11,13,1702,273,6,Moderate,5,2342.7,3591.33
2164,2020,3,10,10,1506,193,6,High,5,2951.56,3000.0
2164,2021,1,11,13,1832,44,18,Low,5,729.65,961.81
2164,2022,5,12,13,1859,17,13,Moderate,5,4522.14,4918.48
2164,2023,1,10,15,2025,237,3,Low,3,551.6,870.84
2165,2019,1,12,15,1617,142,13,High,3,706.77,1032.2
2165,2020,2,10,14,2191,123,14,Low,5,1401.92,1655.07
2165,2021,1,10,12,1621,206,15,Moderate,2,749.9,870.52
2165,2022,1,12,12,1808,232,12,Moderate,3,801.72,1130.82
2165,2023,5,10,11,1943,190,5,Moderate,5,4081.23,4682.61
2166,2019,1,10,14,2024,142,13,High,3,703.41,948.26
2166,2020,3,11,12,2242,79,8,Moderate,5,1931.8,2980.99
2166,2021,3,10,15,2181,255,14,High,2,1887.26,2402.92
2166,2022,3,11,13,2270,9,3,Low,2,2015.33,2605.37
2166,2023,4,12,15,2007,143,6,Moderate,4,2534.47,4035.3
2167,2022,1,10,15,1911,95,16,Moderate,3,513.81,857.18
2167,2023,4,11,12,2096,134,12,Moderate,5,2311.52,4389.75
2168,2018,2,10,13,1754,105,3,Moderate,3,1042.77,1742.65
2168,2019,1,10,13,1896,243,2,High,5,617.12,834.7
2168,2020,4,10,13,2159,300,19,High,5,2453.71,3533.89
2168,2021,2,10,12,2143,161,11,Low,5,1088.71,1840.22
2168,2022,4,12,13,2286,126,17,High,5,2748.5,4391.5
2168,2023,1,10,13,1818,221,8,Moderate,2,663.7,926.66
2169,2021,1,10,13,1820,99,16,High,2,517.56,875.51
2169,2022,1,11,13,1751,36,8,Low,2,560.92,1023.47
2169,2023,4,12,12,2069,75,3,Moderate,5,2817.61,4588.88
2170,2021,4,11,11,1703,223,18,High,4,2481.36,4094.89
2170,2022,4,10,11,1526,131,5,Moderate,5,2124.22,3859.24
2170,2023,2,11,13,2234,28,8,Moderate,2,1155.19,2093.2
2171,2021,4,11,11,1786,98,4,High,5,2599.3,4134.46
2171,2022,1,12,13,2120,231,16,Low,5,790.59,1194.76
2171,2023,3,10,14,2143,82,13,Low,5,2092.84,2476.81
2172,2021,2,11,13,2222,140,4,Moderate,3,1429.18,2192.0
2172,2022,5,10,12,2280,61,17,Moderate,5,3099.95,4717.24
2172,2023,1,11,12,1844,293,13,Moderate,2,567.17,1064.05
2173,2021,2,10,11,2125,185,7,High,5,1395.31,1927.44
2173,2022,4,11,13,1995,216,1,Moderate,5,2803.45,4230.15
2173,2023,1,10,10,1863,51,2,High,1,776.22,1000.0
2174,2021,4,11,11,1745,228,7,Low,4,3121.92,4346.02
2174,2022,1,11,14,2022,228,12,Low,3,762.14,1056.24
2174,2023,1,10,15,2033,66,8,Low,5,502.2,898.95
2175,2022,1,10,11,1735,81,20,High,5,906.13,988.03
2175,2023,1,12,14,1892,245,6,Low,1,615.22,1104.22
